GO_t term CLIN_Pr NOCLIN_Pr CLIN_Abs NOCLIN_Abs
GO 6529 45 96 0 1
GO 6530 45 95 0 2
GO 6531 45 97 0 0
GO 6532 0 41 45 56
GO 6534 45 97 0 0
GO 6535 45 97 0 0
GO 6536 45 97 0 0
GO 6537 45 97 0 0
GO 6541 45 97 0 0
GO 6542 45 97 0 0
GO 6543 45 94 0 3
GO 6544 45 97 0 0
GO 6545 45 97 0 0
GO 6546 45 97 0 0
GO 6547 45 97 0 0
GO 6548 45 93 0 4
GO 6549 45 97 0 0
GO 6551 45 97 0 0
GO 6553 45 97 0 0
GO 6554 45 54 0 43
GO 6555 45 97 0 0
GO 6556 45 97 0 0
GO 6558 45 97 0 0
GO 6559 45 96 0 1
GO 6560 45 97 0 0
GO 6561 45 97 0 0
GO 6563 45 97 0 0
GO 6564 45 97 0 0
GO 6565 45 96 0 1
GO 6566 45 97 0 0
GO 6567 45 97 0 0
GO 6568 45 97 0 0
GO 6569 22 17 23 80
GO 6570 45 97 0 0
GO 6571 45 97 0 0
GO 6572 45 95 0 2
GO 6573 45 97 0 0
GO 6575 45 97 0 0
GO 6576 45 97 0 0
GO 6577 23 70 22 27
GO 6578 21 62 24 35
GO 6579 22 20 23 77
GO 6586 45 97 0 0
GO 6591 45 97 0 0
GO 6595 45 97 0 0
GO 6596 45 97 0 0
GO 6598 21 5 24 92
GO 6605 45 97 0 0
GO 6606 0 1 45 96
GO 6612 45 97 0 0
GO 6613 45 97 0 0
GO 6614 45 97 0 0
GO 6616 45 97 0 0
GO 6629 45 97 0 0
GO 6631 45 97 0 0
GO 6633 45 97 0 0
GO 6635 45 97 0 0
GO 6637 45 97 0 0
GO 6643 45 97 0 0
GO 6644 45 97 0 0
GO 6650 45 97 0 0
GO 6655 45 97 0 0
GO 6664 45 97 0 0
GO 6665 0 1 45 96
GO 6672 0 1 45 96
GO 6687 0 1 45 96
GO 6689 0 1 45 96
GO 6720 45 97 0 0
GO 6721 45 97 0 0
GO 6725 45 97 0 0
GO 6729 45 97 0 0
GO 6730 45 97 0 0
GO 6732 45 97 0 0
GO 6733 45 97 0 0
GO 6734 45 97 0 0
GO 6739 45 97 0 0
GO 6740 45 54 0 43
GO 6741 45 96 0 1
GO 6743 45 97 0 0
GO 6744 45 97 0 0
GO 6749 45 97 0 0
GO 6750 45 97 0 0
GO 6753 45 97 0 0
GO 6754 45 97 0 0
GO 6757 45 97 0 0
GO 6760 45 97 0 0
GO 6761 45 97 0 0
GO 6766 45 97 0 0
GO 6767 45 97 0 0
GO 6768 45 97 0 0
GO 6771 45 97 0 0
GO 6772 45 97 0 0
GO 6775 45 97 0 0
GO 6777 45 97 0 0
GO 6778 45 97 0 0
GO 6779 45 97 0 0
GO 6780 45 95 0 2
GO 6782 45 97 0 0
GO 6783 45 97 0 0
GO 6790 45 97 0 0
GO 6791 44 44 1 53
GO 6793 45 97 0 0
GO 6796 45 97 0 0
GO 6797 45 44 0 53
GO 6798 45 44 0 53
GO 6799 43 43 2 54
GO 6801 45 96 0 1
GO 6805 21 7 24 90
GO 6807 45 97 0 0
GO 6808 45 97 0 0
GO 6810 45 97 0 0
GO 6811 45 97 0 0
GO 6812 45 97 0 0
GO 6813 45 97 0 0
GO 6814 45 97 0 0
GO 6816 16 61 29 36
GO 6817 45 97 0 0
GO 6820 45 97 0 0
GO 6821 0 2 45 95
GO 6824 45 96 0 1
GO 6825 45 63 0 34
GO 6826 45 97 0 0
GO 6828 0 3 45 94
GO 6829 45 97 0 0
GO 6833 40 50 5 47
GO 6835 45 97 0 0
GO 6836 45 63 0 34
GO 6839 1 1 44 96
GO 6846 24 81 21 16
GO 6855 45 97 0 0
GO 6857 45 97 0 0
GO 6863 0 13 45 84
GO 6865 45 97 0 0
GO 6869 45 97 0 0
GO 6873 45 97 0 0
GO 6874 18 61 27 36
GO 6875 45 97 0 0
GO 6876 45 97 0 0
GO 6878 3 0 42 97
GO 6879 45 97 0 0
GO 6880 45 64 0 33
GO 6882 45 97 0 0
GO 6883 45 94 0 3
GO 6884 45 97 0 0
GO 6885 45 97 0 0
GO 6886 45 97 0 0
GO 6892 0 1 45 96
GO 6896 0 1 45 96
GO 6897 0 1 45 96
GO 6906 0 1 45 96
GO 6913 0 1 45 96
GO 6915 0 1 45 96
GO 6928 45 97 0 0
GO 6935 45 97 0 0
GO 6950 45 97 0 0
GO 6952 45 97 0 0
GO 6955 0 2 45 95
GO 6959 0 1 45 96
GO 6967 0 1 45 96
GO 6970 45 97 0 0
GO 6972 45 97 0 0
GO 6974 45 97 0 0
GO 6979 45 97 0 0
GO 6986 45 97 0 0
GO 6995 44 94 1 3
GO 6996 45 97 0 0
GO 7005 1 1 44 96
GO 7006 1 1 44 96
GO 7007 1 1 44 96
GO 7010 12 3 33 94
GO 7015 12 3 33 94
GO 7034 0 1 45 96
GO 7041 0 1 45 96
GO 7049 45 97 0 0
GO 7059 45 97 0 0
GO 7062 45 97 0 0
GO 7154 45 97 0 0
GO 7155 45 97 0 0
GO 7163 45 96 0 1
GO 7165 45 97 0 0
GO 7166 0 1 45 96
GO 7167 0 1 45 96
GO 7178 0 1 45 96
GO 7204 0 1 45 96
GO 7231 45 96 0 1
GO 7249 0 1 45 96
GO 7267 45 97 0 0
GO 7275 1 2 44 95
GO 7276 0 1 45 96
GO 7281 0 1 45 96
GO 7292 0 1 45 96
GO 7346 45 97 0 0
GO 7399 1 1 44 96
GO 7417 1 1 44 96
GO 7420 1 1 44 96
GO 7530 0 1 45 96
GO 7548 0 1 45 96
GO 7568 1 2 44 95
GO 7584 45 96 0 1
GO 8022 41 42 4 55
GO 8026 45 97 0 0
GO 8028 44 87 1 10
GO 8033 45 97 0 0
GO 8047 45 97 0 0
GO 8061 37 33 8 64
GO 8073 45 97 0 0
GO 8079 45 97 0 0
GO 8080 45 97 0 0
GO 8081 45 97 0 0
GO 8094 45 97 0 0
GO 8097 45 96 0 1
GO 8104 45 97 0 0
GO 8106 1 17 44 80
GO 8108 1 46 44 51
GO 8119 45 95 0 2
GO 8127 43 54 2 43
GO 8134 45 95 0 2
GO 8135 45 97 0 0
GO 8137 45 97 0 0
GO 8138 43 97 2 0
GO 8143 45 97 0 0
GO 8144 45 97 0 0
GO 8150 45 97 0 0
GO 8152 45 97 0 0
GO 8154 12 3 33 94
GO 8156 45 97 0 0
GO 8168 45 97 0 0
GO 8169 45 97 0 0
GO 8170 45 97 0 0
GO 8171 45 97 0 0
GO 8172 45 97 0 0
GO 8173 45 97 0 0
GO 8175 45 97 0 0
GO 8176 45 97 0 0
GO 8177 45 96 0 1
GO 8186 45 97 0 0
GO 8194 45 97 0 0
GO 8198 45 97 0 0
GO 8199 45 97 0 0
GO 8213 45 97 0 0
GO 8214 20 19 25 78
GO 8216 44 47 1 50
GO 8219 45 97 0 0
GO 8233 45 97 0 0
GO 8234 45 96 0 1
GO 8235 45 97 0 0
GO 8236 45 97 0 0
GO 8237 45 97 0 0
GO 8238 45 97 0 0
GO 8239 45 96 0 1
GO 8242 45 95 0 2
GO 8252 45 97 0 0
GO 8253 45 97 0 0
GO 8254 45 97 0 0
GO 8270 45 97 0 0
GO 8271 45 96 0 1
GO 8272 45 97 0 0
GO 8273 16 61 29 36
GO 8276 45 97 0 0
GO 8284 0 1 45 96
GO 8289 45 97 0 0
GO 8295 44 47 1 50
GO 8296 45 97 0 0
GO 8297 45 97 0 0
GO 8299 45 97 0 0
GO 8301 45 97 0 0
GO 8310 45 97 0 0
GO 8312 44 95 1 2
GO 8320 45 97 0 0
GO 8324 45 97 0 0
GO 8340 1 1 44 96
GO 8360 45 97 0 0
GO 8361 45 97 0 0
GO 8374 45 97 0 0
GO 8375 45 97 0 0
GO 8378 0 1 45 96
GO 8379 45 60 0 37
GO 8380 43 94 2 3
GO 8381 45 97 0 0
GO 8406 0 1 45 96
GO 8408 45 97 0 0
GO 8409 45 97 0 0
GO 8412 45 97 0 0
GO 8413 45 96 0 1
GO 8417 2 0 43 97
GO 8425 45 97 0 0
GO 8428 45 97 0 0
GO 8441 44 81 1 16
GO 8444 45 96 0 1
GO 8446 4 15 41 82
GO 8448 39 5 6 92
GO 8452 13 1 32 96
GO 8460 34 80 11 17
GO 8463 45 96 0 1
GO 8477 45 97 0 0
GO 8478 0 15 45 82
GO 8479 45 96 0 1
GO 8483 45 97 0 0
GO 8484 0 2 45 95
GO 8490 2 15 43 82
GO 8494 44 89 1 8
GO 8495 45 97 0 0
GO 8509 45 97 0 0
GO 8512 45 96 0 1
GO 8514 45 97 0 0
GO 8519 45 97 0 0
GO 8531 45 97 0 0
GO 8534 45 97 0 0
GO 8551 21 2 24 95
GO 8553 1 1 44 96
GO 8556 16 12 29 85
GO 8565 45 97 0 0
GO 8585 0 1 45 96
GO 8592 0 1 45 96
GO 8610 45 97 0 0
GO 8614 45 97 0 0
GO 8615 45 97 0 0
GO 8616 45 97 0 0
GO 8617 1 34 44 63
GO 8630 0 1 45 96
GO 8643 45 97 0 0
GO 8645 19 12 26 85
GO 8649 45 97 0 0
GO 8650 45 97 0 0
GO 8652 45 97 0 0
GO 8653 45 97 0 0
GO 8654 45 97 0 0
GO 8655 45 97 0 0
GO 8657 45 96 0 1
GO 8658 45 97 0 0
GO 8661 45 96 0 1
GO 8663 45 92 0 5
GO 8666 45 97 0 0
GO 8671 0 8 45 89
GO 8675 44 96 1 1
GO 8676 45 97 0 0
GO 8677 44 96 1 1
GO 8681 45 96 0 1
GO 8682 45 97 0 0
GO 8683 45 94 0 3
GO 8685 45 97 0 0
GO 8686 45 95 0 2
GO 8689 45 97 0 0
GO 8692 45 97 0 0
GO 8693 45 97 0 0
GO 8694 45 97 0 0
GO 8696 45 97 0 0
GO 8700 44 96 1 1
GO 8701 0 3 45 94
GO 8703 44 97 1 0
GO 8705 45 96 0 1
GO 8710 45 97 0 0
GO 8712 7 34 38 63
GO 8713 45 97 0 0
GO 8715 0 1 45 96
GO 8716 45 96 0 1
GO 8718 0 3 45 94
GO 8719 45 74 0 23
GO 8720 45 93 0 4
GO 8721 0 5 45 92
GO 8728 45 97 0 0
GO 8732 45 96 0 1
GO 8733 19 12 26 85
GO 8734 45 97 0 0
GO 8735 22 19 23 78
GO 8741 19 12 26 85
GO 8742 19 12 26 85
GO 8743 45 97 0 0
GO 8745 45 97 0 0
GO 8746 45 54 0 43
GO 8750 45 54 0 43
GO 8753 0 1 45 96
GO 8756 45 95 0 2
GO 8757 45 97 0 0
GO 8758 45 97 0 0
GO 8759 45 97 0 0
GO 8760 44 97 1 0
GO 8761 9 13 36 84
GO 8762 45 97 0 0
GO 8763 45 97 0 0
GO 8764 45 97 0 0
GO 8765 45 97 0 0
GO 8766 45 97 0 0
GO 8767 1 7 44 90
GO 8768 42 82 3 15
GO 8770 45 96 0 1
GO 8773 45 97 0 0
GO 8774 44 95 1 2
GO 8776 45 97 0 0
GO 8777 22 62 23 35
GO 8780 44 96 1 1
GO 8781 45 97 0 0
GO 8782 45 97 0 0
GO 8783 22 61 23 36
GO 8784 45 97 0 0
GO 8785 45 96 0 1
GO 8792 45 97 0 0
GO 8794 0 3 45 94
GO 8795 44 95 1 2
GO 8796 43 97 2 0
GO 8797 1 43 44 54
GO 8798 0 1 45 96
GO 8800 36 29 9 68
GO 8801 19 14 26 83
GO 8802 21 62 24 35
GO 8803 43 97 2 0
GO 8804 0 4 45 93
GO 8808 30 65 15 32
GO 8809 22 20 23 77
GO 8810 0 1 45 96
GO 8813 45 97 0 0
GO 8817 45 96 0 1
GO 8818 45 71 0 26
GO 8819 44 90 1 7
GO 8820 44 90 1 7
GO 8821 45 97 0 0
GO 8824 0 5 45 92
GO 8825 0 1 45 96
GO 8829 45 66 0 31
GO 8830 44 66 1 31
GO 8832 45 97 0 0
GO 8833 22 35 23 62
GO 8834 45 96 0 1
GO 8835 44 97 1 0
GO 8836 44 97 1 0
GO 8837 45 96 0 1
GO 8838 0 7 45 90
GO 8839 44 97 1 0
GO 8840 45 97 0 0
GO 8841 45 97 0 0
GO 8843 0 1 45 96
GO 8852 45 97 0 0
GO 8853 45 97 0 0
GO 8854 45 97 0 0
GO 8855 45 97 0 0
GO 8861 45 96 0 1
GO 8864 42 91 3 6
GO 8879 24 47 21 50
GO 8881 45 97 0 0
GO 8882 45 97 0 0
GO 8883 45 96 0 1
GO 8884 0 1 45 96
GO 8885 0 1 45 96
GO 8888 0 7 45 90
GO 8892 0 6 45 91
GO 8893 45 97 0 0
GO 8894 45 96 0 1
GO 8897 45 95 0 2
GO 8899 45 96 0 1
GO 8902 0 16 45 81
GO 8905 0 5 45 92
GO 8907 45 97 0 0
GO 8909 44 95 1 2
GO 8914 44 96 1 1
GO 8915 45 96 0 1
GO 8920 45 97 0 0
GO 8921 0 1 45 96
GO 8923 1 2 44 95
GO 8924 0 1 45 96
GO 8925 0 3 45 94
GO 8928 0 5 45 92
GO 8930 45 97 0 0
GO 8932 45 97 0 0
GO 8933 45 97 0 0
GO 8934 45 96 0 1
GO 8935 44 95 1 2
GO 8939 45 95 0 2
GO 8940 44 97 1 0
GO 8941 12 50 33 47
GO 8942 0 1 45 96
GO 8946 45 97 0 0
GO 8948 45 97 0 0
GO 8951 0 7 45 90
GO 8955 45 97 0 0
GO 8959 43 96 2 1
GO 8961 45 36 0 61
GO 8962 45 96 0 1
GO 8963 45 97 0 0
GO 8964 45 96 0 1
GO 8965 45 97 0 0
GO 8966 45 97 0 0
GO 8967 45 97 0 0
GO 8968 0 3 45 94
GO 8973 45 95 0 2
GO 8976 43 43 2 54
GO 8977 45 96 0 1
GO 8979 15 17 30 80
GO 8982 45 95 0 2
GO 8983 41 42 4 55
GO 8984 45 95 0 2
GO 8986 43 97 2 0
GO 8987 45 97 0 0
GO 8988 45 97 0 0
GO 8989 45 96 0 1
GO 8990 45 97 0 0
GO 8995 44 95 1 2
GO 8996 45 97 0 0
GO 8997 45 97 0 0
GO 8998 45 97 0 0
GO 8999 44 97 1 0
GO 9000 45 97 0 0
GO 9002 45 97 0 0
GO 9007 45 97 0 0
GO 9008 45 97 0 0
GO 9009 45 97 0 0
GO 9011 42 75 3 22
GO 9014 44 97 1 0
GO 9015 45 96 0 1
GO 9016 45 96 0 1
GO 9017 45 97 0 0
GO 9019 44 96 1 1
GO 9020 22 65 23 32
GO 9022 45 96 0 1
GO 9026 0 2 45 95
GO 9029 45 97 0 0
GO 9030 44 97 1 0
GO 9032 45 97 0 0
GO 9033 45 62 0 35
GO 9036 45 96 0 1
GO 9037 45 97 0 0
GO 9039 6 2 39 95
GO 9041 45 97 0 0
GO 9042 22 26 23 71
GO 9045 0 9 45 88
GO 9052 45 97 0 0
GO 9055 45 97 0 0
GO 9056 45 97 0 0
GO 9057 45 97 0 0
GO 9058 45 97 0 0
GO 9059 45 97 0 0
GO 9060 45 97 0 0
GO 9061 45 97 0 0
GO 9062 45 97 0 0
GO 9063 45 97 0 0
GO 9064 45 97 0 0
GO 9065 45 97 0 0
GO 9066 45 97 0 0
GO 9067 45 97 0 0
GO 9068 45 97 0 0
GO 9069 45 97 0 0
GO 9070 45 97 0 0
GO 9071 45 97 0 0
GO 9072 45 97 0 0
GO 9073 45 97 0 0
GO 9074 45 96 0 1
GO 9078 45 97 0 0
GO 9079 45 95 0 2
GO 9080 45 97 0 0
GO 9081 45 97 0 0
GO 9082 45 97 0 0
GO 9084 45 97 0 0
GO 9085 45 97 0 0
GO 9086 45 97 0 0
GO 9088 45 97 0 0
GO 9089 45 97 0 0
GO 9090 45 97 0 0
GO 9092 45 97 0 0
GO 9093 43 97 2 0
GO 9094 45 97 0 0
GO 9095 45 97 0 0
GO 9097 45 97 0 0
GO 9098 45 97 0 0
GO 9099 45 96 0 1
GO 9100 43 97 2 0
GO 9101 43 97 2 0
GO 9102 45 97 0 0
GO 9103 45 97 0 0
GO 9106 45 97 0 0
GO 9107 45 97 0 0
GO 9108 45 97 0 0
GO 9110 45 97 0 0
GO 9112 45 97 0 0
GO 9113 45 97 0 0
GO 9114 0 7 45 90
GO 9116 45 97 0 0
GO 9117 45 97 0 0
GO 9119 45 97 0 0
GO 9120 45 97 0 0
GO 9123 45 97 0 0
GO 9124 45 97 0 0
GO 9125 45 97 0 0
GO 9126 45 97 0 0
GO 9127 45 97 0 0
GO 9129 45 97 0 0
GO 9130 45 97 0 0
GO 9131 45 97 0 0
GO 9132 45 97 0 0
GO 9133 45 97 0 0
GO 9135 45 97 0 0
GO 9136 43 96 2 1
GO 9138 45 96 0 1
GO 9139 45 96 0 1
GO 9141 45 97 0 0
GO 9142 45 97 0 0
GO 9143 45 97 0 0
GO 9144 45 97 0 0
GO 9145 45 97 0 0
GO 9146 45 97 0 0
GO 9147 45 97 0 0
GO 9148 45 97 0 0
GO 9149 45 97 0 0
GO 9150 45 97 0 0
GO 9151 45 97 0 0
GO 9152 45 97 0 0
GO 9155 45 97 0 0
GO 9156 45 97 0 0
GO 9157 45 97 0 0
GO 9158 45 97 0 0
GO 9161 45 97 0 0
GO 9162 45 97 0 0
GO 9163 45 97 0 0
GO 9164 45 97 0 0
GO 9165 45 97 0 0
GO 9166 45 97 0 0
GO 9167 45 97 0 0
GO 9168 45 97 0 0
GO 9173 45 97 0 0
GO 9174 45 97 0 0
GO 9175 45 97 0 0
GO 9176 45 96 0 1
GO 9177 45 96 0 1
GO 9179 45 97 0 0
GO 9180 43 96 2 1
GO 9185 45 97 0 0
GO 9186 45 96 0 1
GO 9187 45 94 0 3
GO 9188 43 96 2 1
GO 9189 45 96 0 1
GO 9190 45 94 0 3
GO 9196 45 96 0 1
GO 9197 45 96 0 1
GO 9199 45 97 0 0
GO 9200 45 97 0 0
GO 9201 45 97 0 0
GO 9202 45 96 0 1
GO 9203 45 97 0 0
GO 9204 45 97 0 0
GO 9205 45 97 0 0
GO 9206 45 97 0 0
GO 9208 45 97 0 0
GO 9209 45 97 0 0
GO 9210 45 97 0 0
GO 9211 45 97 0 0
GO 9212 45 96 0 1
GO 9213 45 97 0 0
GO 9214 23 6 22 91
GO 9215 45 97 0 0
GO 9217 45 97 0 0
GO 9218 45 97 0 0
GO 9219 45 97 0 0
GO 9220 45 97 0 0
GO 9221 45 97 0 0
GO 9222 45 97 0 0
GO 9223 45 97 0 0
GO 9224 45 97 0 0
GO 9225 45 97 0 0
GO 9226 45 97 0 0
GO 9228 45 97 0 0
GO 9229 44 97 1 0
GO 9231 45 97 0 0
GO 9233 45 97 0 0
GO 9234 45 97 0 0
GO 9235 45 97 0 0
GO 9236 45 97 0 0
GO 9237 0 1 45 96
GO 9238 0 1 45 96
GO 9239 0 1 45 96
GO 9240 45 97 0 0
GO 9242 4 30 41 67
GO 9243 6 19 39 78
GO 9244 45 97 0 0
GO 9245 45 97 0 0
GO 9246 18 32 27 65
GO 9247 45 97 0 0
GO 9249 45 97 0 0
GO 9250 45 97 0 0
GO 9251 0 30 45 67
GO 9252 45 97 0 0
GO 9253 45 97 0 0
GO 9254 45 97 0 0
GO 9256 45 96 0 1
GO 9257 45 96 0 1
GO 9259 45 97 0 0
GO 9260 45 97 0 0
GO 9261 45 97 0 0
GO 9262 45 97 0 0
GO 9263 45 97 0 0
GO 9264 45 97 0 0
GO 9265 45 97 0 0
GO 9266 45 97 0 0
GO 9267 45 97 0 0
GO 9268 45 97 0 0
GO 9271 44 97 1 0
GO 9272 0 2 45 95
GO 9273 45 97 0 0
GO 9274 45 97 0 0
GO 9276 45 97 0 0
GO 9279 45 97 0 0
GO 9288 45 97 0 0
GO 9289 30 50 15 47
GO 9292 0 4 45 93
GO 9294 0 4 45 93
GO 9295 45 97 0 0
GO 9297 45 97 0 0
GO 9305 45 97 0 0
GO 9306 45 97 0 0
GO 9308 45 97 0 0
GO 9309 45 97 0 0
GO 9310 22 19 23 78
GO 9311 45 97 0 0
GO 9312 45 97 0 0
GO 9313 0 28 45 69
GO 9314 45 97 0 0
GO 9316 45 96 0 1
GO 9318 45 97 0 0
GO 9319 22 56 23 41
GO 9321 45 96 0 1
GO 9322 45 62 0 35
GO 9324 0 3 45 94
GO 9325 43 86 2 11
GO 9326 45 35 0 62
GO 9328 45 95 0 2
GO 9330 45 97 0 0
GO 9331 0 4 45 93
GO 9333 45 97 0 0
GO 9337 45 97 0 0
GO 9338 45 97 0 0
GO 9344 0 1 45 96
GO 9350 0 1 45 96
GO 9355 23 78 22 19
GO 9358 43 43 2 54
GO 9360 45 97 0 0
GO 9361 45 96 0 1
GO 9366 0 1 45 96
GO 9372 45 97 0 0
GO 9374 45 97 0 0
GO 9376 45 97 0 0
GO 9378 45 97 0 0
GO 9379 45 97 0 0
GO 9380 45 97 0 0
GO 9381 45 97 0 0
GO 9382 45 97 0 0
GO 9383 45 97 0 0
GO 9384 0 5 45 92
GO 9392 45 97 0 0
GO 9394 45 97 0 0
GO 9395 0 1 45 96
GO 9396 45 97 0 0
GO 9401 45 97 0 0
GO 9403 45 97 0 0
GO 9404 45 97 0 0
GO 9405 45 97 0 0
GO 9407 45 94 0 3
GO 9408 45 97 0 0
GO 9409 45 97 0 0
GO 9410 43 95 2 2
GO 9411 45 97 0 0
GO 9415 0 4 45 93
GO 9416 45 97 0 0
GO 9420 44 95 1 2
GO 9421 44 95 1 2
GO 9423 45 97 0 0
GO 9424 45 97 0 0
GO 9425 45 97 0 0
GO 9432 45 97 0 0
GO 9435 45 97 0 0
GO 9436 0 37 45 60
GO 9437 22 22 23 75
GO 9438 45 97 0 0
GO 9439 14 8 31 89
GO 9440 14 8 31 89
GO 9442 0 3 45 94
GO 9443 45 97 0 0
GO 9445 45 97 0 0
GO 9446 45 97 0 0
GO 9447 0 2 45 95
GO 9448 45 53 0 44
GO 9450 45 53 0 44
GO 9451 45 97 0 0
GO 9486 22 56 23 41
GO 9507 1 1 44 96
GO 9532 0 1 45 96
GO 9536 1 1 44 96
GO 9547 0 1 45 96
GO 9570 0 1 45 96
GO 9593 14 1 31 96
GO 9597 0 7 45 90
GO 9605 45 97 0 0
GO 9607 45 97 0 0
GO 9615 45 97 0 0
GO 9617 0 2 45 95
GO 9620 0 1 45 96
GO 9628 45 97 0 0
GO 9635 22 4 23 93
GO 9636 45 97 0 0
GO 9651 45 97 0 0
GO 9653 1 4 44 93
GO 9675 45 96 0 1
GO 9712 0 1 45 96
GO 9713 0 1 45 96
GO 9719 45 97 0 0
GO 9725 0 1 45 96
GO 9737 0 1 45 96
GO 9738 0 1 45 96
GO 9755 0 1 45 96
GO 9787 0 1 45 96
GO 9788 0 1 45 96
GO 9790 0 1 45 96
GO 9847 0 1 45 96
GO 9850 0 2 45 95
GO 9852 0 2 45 95
GO 9888 0 1 45 96
GO 9889 45 97 0 0
GO 9890 45 97 0 0
GO 9891 45 97 0 0
GO 9892 45 97 0 0
GO 9893 45 97 0 0
GO 9894 45 97 0 0
GO 9895 45 97 0 0
GO 9896 45 97 0 0
GO 9897 45 97 0 0
GO 9898 45 97 0 0
GO 9927 44 97 1 0
GO 9966 0 2 45 95
GO 9967 0 1 45 96
GO 9968 0 1 45 96
GO 9970 45 96 0 1
GO 9972 45 96 0 1
GO 9975 45 94 0 3
GO 9977 45 97 0 0
GO 9982 45 97 0 0
GO 9986 45 97 0 0
GO 9987 45 97 0 0
GO 9991 45 97 0 0
GO 9992 45 95 0 2
GO 10008 0 1 45 96
GO 10033 45 97 0 0
GO 10035 45 97 0 0
GO 10038 45 97 0 0
GO 10039 45 78 0 19
GO 10041 0 3 45 94
GO 10043 21 6 24 91
GO 10106 45 97 0 0
GO 10124 0 2 45 95
GO 10139 45 83 0 14
GO 10165 45 97 0 0
GO 10167 45 95 0 2
GO 10181 45 97 0 0
GO 10212 45 97 0 0
GO 10225 0 1 45 96
GO 10226 45 97 0 0
GO 10243 45 97 0 0
GO 10257 0 1 45 96
GO 10259 1 1 44 96
GO 10272 45 65 0 32
GO 10273 45 59 0 38
GO 10312 21 2 24 95
GO 10326 0 10 45 87
GO 10332 45 97 0 0
GO 10340 45 97 0 0
GO 10350 23 29 22 68
GO 10383 0 2 45 95
GO 10385 45 96 0 1
GO 10447 2 15 43 82
GO 10466 45 91 0 6
GO 10467 45 97 0 0
GO 10468 45 97 0 0
GO 10469 0 1 45 96
GO 10487 22 16 23 81
GO 10498 45 96 0 1
GO 10499 1 0 44 97
GO 10501 45 97 0 0
GO 10528 44 97 1 0
GO 10556 45 97 0 0
GO 10557 45 97 0 0
GO 10558 45 97 0 0
GO 10562 45 97 0 0
GO 10563 45 97 0 0
GO 10564 45 97 0 0
GO 10565 45 97 0 0
GO 10604 45 97 0 0
GO 10605 45 97 0 0
GO 10608 45 97 0 0
GO 10628 45 97 0 0
GO 10629 45 97 0 0
GO 10639 45 96 0 1
GO 10646 0 2 45 95
GO 10647 0 1 45 96
GO 10648 0 1 45 96
GO 10675 45 97 0 0
GO 10676 45 95 0 2
GO 10677 45 94 0 3
GO 10699 45 97 0 0
GO 10755 1 43 44 54
GO 10756 1 43 44 54
GO 10810 45 97 0 0
GO 10817 0 2 45 95
GO 10876 45 97 0 0
GO 10906 45 97 0 0
GO 10907 45 95 0 2
GO 10911 45 96 0 1
GO 10921 1 27 44 70
GO 10941 1 1 44 96
GO 10948 45 97 0 0
GO 10951 45 91 0 6
GO 10954 1 43 44 54
GO 10958 45 96 0 1
GO 10962 45 94 0 3
GO 10966 45 97 0 0
GO 10974 45 97 0 0
GO 10981 0 1 45 96
GO 12501 45 97 0 0
GO 12505 2 1 43 96
GO 14070 45 97 0 0
GO 15002 23 58 22 39
GO 15020 1 1 44 96
GO 15031 45 97 0 0
GO 15035 45 97 0 0
GO 15036 45 97 0 0
GO 15037 45 96 0 1
GO 15038 45 96 0 1
GO 15044 0 35 45 62
GO 15046 0 1 45 96
GO 15074 45 97 0 0
GO 15075 45 97 0 0
GO 15077 45 97 0 0
GO 15078 45 97 0 0
GO 15079 45 97 0 0
GO 15080 45 59 0 38
GO 15081 45 97 0 0
GO 15085 16 61 29 36
GO 15086 45 97 0 0
GO 15087 45 96 0 1
GO 15093 45 97 0 0
GO 15094 21 2 24 95
GO 15095 45 96 0 1
GO 15098 45 27 0 70
GO 15099 45 96 0 1
GO 15101 45 97 0 0
GO 15103 45 97 0 0
GO 15104 2 15 43 82
GO 15105 2 15 43 82
GO 15114 45 97 0 0
GO 15116 45 97 0 0
GO 15123 24 81 21 16
GO 15128 0 4 45 93
GO 15133 0 1 45 96
GO 15134 0 1 45 96
GO 15138 45 90 0 7
GO 15141 45 90 0 7
GO 15144 45 97 0 0
GO 15145 19 28 26 69
GO 15146 0 17 45 80
GO 15148 0 5 45 92
GO 15171 45 97 0 0
GO 15172 45 61 0 36
GO 15173 43 97 2 0
GO 15174 0 13 45 84
GO 15175 45 97 0 0
GO 15179 45 97 0 0
GO 15181 0 12 45 85
GO 15183 45 61 0 36
GO 15184 44 44 1 53
GO 15188 0 1 45 96
GO 15189 0 1 45 96
GO 15190 0 2 45 95
GO 15191 45 91 0 6
GO 15192 0 6 45 91
GO 15195 0 18 45 79
GO 15196 43 97 2 0
GO 15199 21 3 24 94
GO 15203 45 97 0 0
GO 15205 45 95 0 2
GO 15207 0 8 45 89
GO 15210 45 94 0 3
GO 15212 16 1 29 96
GO 15213 16 1 29 96
GO 15214 16 1 29 96
GO 15220 21 3 24 94
GO 15221 45 97 0 0
GO 15226 21 17 24 80
GO 15232 44 94 1 3
GO 15233 21 19 24 78
GO 15238 45 97 0 0
GO 15250 40 50 5 47
GO 15267 45 97 0 0
GO 15288 45 97 0 0
GO 15291 45 97 0 0
GO 15292 0 3 45 94
GO 15293 45 97 0 0
GO 15294 45 97 0 0
GO 15295 45 97 0 0
GO 15296 45 96 0 1
GO 15297 45 97 0 0
GO 15298 45 97 0 0
GO 15299 45 97 0 0
GO 15307 21 3 24 94
