GO_t term CLIN_Pr NOCLIN_Pr CLIN_Abs NOCLIN_Abs
GO 15318 45 97 0 0
GO 15333 45 45 0 52
GO 15341 45 97 0 0
GO 15355 24 81 21 16
GO 15360 24 81 21 16
GO 15368 16 61 29 36
GO 15370 45 96 0 1
GO 15385 45 97 0 0
GO 15386 45 90 0 7
GO 15399 45 97 0 0
GO 15405 45 97 0 0
GO 15407 0 12 45 85
GO 15412 45 27 0 70
GO 15415 45 97 0 0
GO 15419 23 32 22 65
GO 15437 45 97 0 0
GO 15440 45 96 0 1
GO 15450 45 97 0 0
GO 15453 22 56 23 41
GO 15462 45 96 0 1
GO 15471 45 92 0 5
GO 15473 1 29 44 68
GO 15489 45 97 0 0
GO 15490 0 1 45 96
GO 15491 45 97 0 0
GO 15496 45 34 0 63
GO 15499 0 14 45 83
GO 15501 23 72 22 25
GO 15503 45 32 0 65
GO 15506 16 1 29 96
GO 15519 0 5 45 92
GO 15546 0 3 45 94
GO 15556 45 95 0 2
GO 15562 45 97 0 0
GO 15565 0 18 45 79
GO 15591 0 12 45 85
GO 15606 21 1 24 96
GO 15608 0 12 45 85
GO 15611 0 12 45 85
GO 15616 45 97 0 0
GO 15628 45 97 0 0
GO 15643 45 97 0 0
GO 15645 0 1 45 96
GO 15647 45 97 0 0
GO 15648 45 97 0 0
GO 15651 22 19 23 78
GO 15654 45 30 0 67
GO 15658 0 2 45 95
GO 15662 45 61 0 36
GO 15666 45 96 0 1
GO 15669 0 1 45 96
GO 15671 0 1 45 96
GO 15672 45 97 0 0
GO 15675 45 96 0 1
GO 15677 2 5 43 92
GO 15684 45 97 0 0
GO 15688 45 97 0 0
GO 15689 45 27 0 70
GO 15691 45 97 0 0
GO 15692 21 2 24 95
GO 15693 45 96 0 1
GO 15695 45 97 0 0
GO 15696 45 97 0 0
GO 15697 23 47 22 50
GO 15698 45 97 0 0
GO 15699 2 15 43 82
GO 15700 2 15 43 82
GO 15706 0 2 45 95
GO 15709 23 29 22 68
GO 15710 45 30 0 67
GO 15711 45 97 0 0
GO 15718 44 87 1 10
GO 15724 0 14 45 83
GO 15735 0 1 45 96
GO 15736 0 1 45 96
GO 15740 45 97 0 0
GO 15741 45 90 0 7
GO 15744 45 97 0 0
GO 15748 45 97 0 0
GO 15749 19 28 26 69
GO 15750 0 17 45 80
GO 15752 0 12 45 85
GO 15753 0 5 45 92
GO 15757 19 12 26 85
GO 15766 0 1 45 96
GO 15771 0 1 45 96
GO 15772 0 1 45 96
GO 15778 0 1 45 96
GO 15800 45 61 0 36
GO 15801 43 97 2 0
GO 15802 0 14 45 83
GO 15803 45 91 0 6
GO 15804 45 97 0 0
GO 15807 45 97 0 0
GO 15809 0 14 45 83
GO 15810 45 61 0 36
GO 15811 44 44 1 53
GO 15818 45 91 0 6
GO 15820 45 91 0 6
GO 15821 45 91 0 6
GO 15822 45 34 0 63
GO 15823 0 6 45 91
GO 15826 0 18 45 79
GO 15827 43 97 2 0
GO 15828 0 6 45 91
GO 15829 45 91 0 6
GO 15833 45 97 0 0
GO 15835 45 97 0 0
GO 15836 45 97 0 0
GO 15837 1 28 44 69
GO 15838 23 47 22 50
GO 15839 0 1 45 96
GO 15846 45 97 0 0
GO 15847 45 97 0 0
GO 15848 21 1 24 96
GO 15849 45 97 0 0
GO 15850 45 97 0 0
GO 15851 45 95 0 2
GO 15853 0 8 45 89
GO 15855 45 94 0 3
GO 15857 45 94 0 3
GO 15858 45 97 0 0
GO 15861 16 1 29 96
GO 15862 16 1 29 96
GO 15864 16 1 29 96
GO 15871 22 31 23 66
GO 15879 21 17 24 80
GO 15886 45 95 0 2
GO 15887 21 19 24 78
GO 15889 45 96 0 1
GO 15891 45 97 0 0
GO 15893 45 97 0 0
GO 15906 0 3 45 94
GO 15914 45 97 0 0
GO 15920 45 97 0 0
GO 15922 45 97 0 0
GO 15926 4 34 41 63
GO 15929 45 96 0 1
GO 15930 45 96 0 1
GO 15931 45 97 0 0
GO 15932 45 97 0 0
GO 15934 45 97 0 0
GO 15935 45 97 0 0
GO 15936 45 97 0 0
GO 15937 45 97 0 0
GO 15939 45 97 0 0
GO 15940 45 97 0 0
GO 15942 45 94 0 3
GO 15944 45 35 0 62
GO 15949 45 97 0 0
GO 15950 43 96 2 1
GO 15951 43 96 2 1
GO 15968 44 93 1 4
GO 15969 45 97 0 0
GO 15976 45 97 0 0
GO 15980 45 97 0 0
GO 15985 45 97 0 0
GO 15986 45 97 0 0
GO 15988 24 63 21 34
GO 15990 24 63 21 34
GO 16002 45 97 0 0
GO 16020 45 97 0 0
GO 16021 45 97 0 0
GO 16024 44 97 1 0
GO 16032 45 97 0 0
GO 16034 45 95 0 2
GO 16036 45 97 0 0
GO 16042 45 97 0 0
GO 16043 45 97 0 0
GO 16049 45 56 0 41
GO 16050 0 1 45 96
GO 16051 45 97 0 0
GO 16052 45 97 0 0
GO 16053 45 97 0 0
GO 16054 45 97 0 0
GO 16064 0 1 45 96
GO 16070 45 97 0 0
GO 16071 45 97 0 0
GO 16072 45 97 0 0
GO 16075 45 96 0 1
GO 16078 0 1 45 96
GO 16093 45 97 0 0
GO 16094 45 97 0 0
GO 16108 0 2 45 95
GO 16109 0 2 45 95
GO 16114 45 97 0 0
GO 16116 0 2 45 95
GO 16117 0 2 45 95
GO 16149 45 97 0 0
GO 16150 45 97 0 0
GO 16151 45 97 0 0
GO 16153 45 93 0 4
GO 16154 23 74 22 23
GO 16160 0 1 45 96
GO 16192 0 1 45 96
GO 16197 0 1 45 96
GO 16208 43 96 2 1
GO 16209 45 97 0 0
GO 16211 45 97 0 0
GO 16226 45 97 0 0
GO 16246 45 95 0 2
GO 16259 45 97 0 0
GO 16260 45 97 0 0
GO 16278 45 97 0 0
GO 16279 45 97 0 0
GO 16289 45 97 0 0
GO 16290 44 96 1 1
GO 16298 45 97 0 0
GO 16300 45 97 0 0
GO 16301 45 97 0 0
GO 16310 45 97 0 0
GO 16311 45 97 0 0
GO 16405 45 97 0 0
GO 16407 45 97 0 0
GO 16408 45 97 0 0
GO 16410 45 97 0 0
GO 16411 44 97 1 0
GO 16413 0 3 45 94
GO 16415 45 97 0 0
GO 16417 45 97 0 0
GO 16418 45 80 0 17
GO 16419 45 97 0 0
GO 16420 45 97 0 0
GO 16421 45 56 0 41
GO 16423 45 97 0 0
GO 16426 45 97 0 0
GO 16427 45 97 0 0
GO 16430 45 97 0 0
GO 16433 45 97 0 0
GO 16434 45 97 0 0
GO 16435 45 97 0 0
GO 16436 45 97 0 0
GO 16437 43 97 2 0
GO 16441 45 95 0 2
GO 16453 45 97 0 0
GO 16458 45 95 0 2
GO 16462 45 97 0 0
GO 16463 21 2 24 95
GO 16465 45 97 0 0
GO 16469 45 97 0 0
GO 16482 0 1 45 96
GO 16485 45 97 0 0
GO 16491 45 97 0 0
GO 16530 45 97 0 0
GO 16540 1 2 44 95
GO 16553 44 97 1 0
GO 16556 45 97 0 0
GO 16567 0 3 45 94
GO 16597 45 97 0 0
GO 16598 44 96 1 1
GO 16614 45 97 0 0
GO 16615 45 97 0 0
GO 16616 45 97 0 0
GO 16620 45 97 0 0
GO 16624 45 96 0 1
GO 16627 45 97 0 0
GO 16628 45 97 0 0
GO 16634 45 97 0 0
GO 16635 45 97 0 0
GO 16638 45 97 0 0
GO 16639 45 96 0 1
GO 16641 45 97 0 0
GO 16642 45 97 0 0
GO 16645 45 97 0 0
GO 16646 45 97 0 0
GO 16651 45 97 0 0
GO 16652 45 54 0 43
GO 16655 45 97 0 0
GO 16657 45 97 0 0
GO 16661 45 97 0 0
GO 16662 45 85 0 12
GO 16667 45 97 0 0
GO 16668 45 97 0 0
GO 16669 45 71 0 26
GO 16671 45 97 0 0
GO 16672 44 97 1 0
GO 16673 45 97 0 0
GO 16675 44 97 1 0
GO 16676 1 2 44 95
GO 16679 45 97 0 0
GO 16682 45 96 0 1
GO 16684 45 97 0 0
GO 16695 0 1 45 96
GO 16701 45 96 0 1
GO 16702 45 96 0 1
GO 16705 45 97 0 0
GO 16706 45 93 0 4
GO 16708 12 50 33 47
GO 16709 0 1 45 96
GO 16713 0 6 45 91
GO 16714 45 95 0 2
GO 16721 45 96 0 1
GO 16722 45 97 0 0
GO 16724 45 97 0 0
GO 16725 45 97 0 0
GO 16726 0 8 45 89
GO 16728 45 97 0 0
GO 16730 45 97 0 0
GO 16731 45 97 0 0
GO 16740 45 97 0 0
GO 16741 45 97 0 0
GO 16742 45 97 0 0
GO 16743 45 97 0 0
GO 16744 45 97 0 0
GO 16746 45 97 0 0
GO 16747 45 97 0 0
GO 16748 45 97 0 0
GO 16749 45 97 0 0
GO 16750 45 96 0 1
GO 16751 45 97 0 0
GO 16755 45 97 0 0
GO 16757 45 97 0 0
GO 16758 45 97 0 0
GO 16763 45 97 0 0
GO 16765 45 97 0 0
GO 16769 45 97 0 0
GO 16772 45 97 0 0
GO 16773 45 97 0 0
GO 16774 45 97 0 0
GO 16775 45 97 0 0
GO 16776 45 97 0 0
GO 16778 45 97 0 0
GO 16779 45 97 0 0
GO 16780 45 97 0 0
GO 16781 45 97 0 0
GO 16782 45 97 0 0
GO 16783 45 97 0 0
GO 16785 45 91 0 6
GO 16787 45 97 0 0
GO 16788 45 97 0 0
GO 16790 45 97 0 0
GO 16791 45 97 0 0
GO 16793 45 97 0 0
GO 16794 45 97 0 0
GO 16796 45 97 0 0
GO 16798 45 97 0 0
GO 16799 45 97 0 0
GO 16801 0 3 45 94
GO 16802 0 1 45 96
GO 16803 0 2 45 95
GO 16805 45 97 0 0
GO 16807 45 96 0 1
GO 16810 45 97 0 0
GO 16811 45 97 0 0
GO 16812 36 95 9 2
GO 16813 45 97 0 0
GO 16814 45 97 0 0
GO 16817 45 97 0 0
GO 16818 45 97 0 0
GO 16822 0 5 45 92
GO 16823 0 5 45 92
GO 16829 45 97 0 0
GO 16830 45 97 0 0
GO 16831 45 97 0 0
GO 16832 45 97 0 0
GO 16833 45 97 0 0
GO 16835 45 97 0 0
GO 16836 45 97 0 0
GO 16838 45 97 0 0
GO 16840 45 97 0 0
GO 16841 45 97 0 0
GO 16842 45 94 0 3
GO 16846 45 97 0 0
GO 16849 45 97 0 0
GO 16853 45 97 0 0
GO 16854 45 97 0 0
GO 16855 45 97 0 0
GO 16856 45 97 0 0
GO 16857 45 97 0 0
GO 16859 45 97 0 0
GO 16860 45 97 0 0
GO 16861 45 97 0 0
GO 16862 45 97 0 0
GO 16863 45 97 0 0
GO 16864 45 97 0 0
GO 16866 45 97 0 0
GO 16868 45 97 0 0
GO 16869 45 97 0 0
GO 16874 45 97 0 0
GO 16875 45 97 0 0
GO 16877 45 97 0 0
GO 16878 45 97 0 0
GO 16879 45 97 0 0
GO 16880 45 97 0 0
GO 16881 45 97 0 0
GO 16882 45 97 0 0
GO 16884 45 97 0 0
GO 16885 45 56 0 41
GO 16886 45 97 0 0
GO 16887 45 97 0 0
GO 16888 45 97 0 0
GO 16889 45 97 0 0
GO 16891 45 97 0 0
GO 16892 45 96 0 1
GO 16893 45 97 0 0
GO 16894 45 97 0 0
GO 16895 45 97 0 0
GO 16896 45 97 0 0
GO 16898 0 3 45 94
GO 16901 1 38 44 59
GO 16903 45 97 0 0
GO 16966 0 10 45 87
GO 16979 45 97 0 0
GO 16987 45 97 0 0
GO 16989 45 97 0 0
GO 16992 45 97 0 0
GO 16997 0 1 45 96
GO 16998 45 94 0 3
GO 16999 45 97 0 0
GO 17000 45 97 0 0
GO 17001 45 97 0 0
GO 17003 45 95 0 2
GO 17004 45 97 0 0
GO 17006 45 95 0 2
GO 17013 43 96 2 1
GO 17016 0 1 45 96
GO 17038 45 97 0 0
GO 17053 45 97 0 0
GO 17076 45 97 0 0
GO 17089 45 97 0 0
GO 17108 45 96 0 1
GO 17110 45 97 0 0
GO 17111 45 97 0 0
GO 17116 45 97 0 0
GO 17117 45 97 0 0
GO 17118 0 1 45 96
GO 17137 0 1 45 96
GO 17144 45 97 0 0
GO 17148 45 97 0 0
GO 17150 45 97 0 0
GO 17151 44 95 1 2
GO 17153 45 96 0 1
GO 17169 45 97 0 0
GO 17171 45 97 0 0
GO 17189 44 97 1 0
GO 18011 45 97 0 0
GO 18012 45 97 0 0
GO 18022 45 97 0 0
GO 18023 45 97 0 0
GO 18063 45 95 0 2
GO 18065 45 97 0 0
GO 18070 45 95 0 2
GO 18104 45 65 0 32
GO 18105 44 96 1 1
GO 18106 45 97 0 0
GO 18108 2 7 43 90
GO 18117 4 11 41 86
GO 18130 45 97 0 0
GO 18131 44 97 1 0
GO 18149 12 4 33 93
GO 18153 12 4 33 93
GO 18160 45 97 0 0
GO 18169 45 69 0 28
GO 18175 4 11 41 86
GO 18189 0 5 45 92
GO 18193 45 97 0 0
GO 18194 45 97 0 0
GO 18195 45 95 0 2
GO 18197 45 95 0 2
GO 18198 45 97 0 0
GO 18199 12 4 33 93
GO 18202 45 97 0 0
GO 18205 45 97 0 0
GO 18206 45 97 0 0
GO 18208 45 97 0 0
GO 18209 45 97 0 0
GO 18212 2 12 43 85
GO 18215 45 95 0 2
GO 18246 0 1 45 96
GO 18247 0 1 45 96
GO 18249 45 86 0 11
GO 18262 12 4 33 93
GO 18271 45 97 0 0
GO 18277 20 19 25 78
GO 18282 45 97 0 0
GO 18283 45 97 0 0
GO 18293 43 96 2 1
GO 18298 45 82 0 15
GO 18307 45 96 0 1
GO 18335 1 0 44 97
GO 18339 45 95 0 2
GO 18345 1 0 44 97
GO 18364 44 97 1 0
GO 18378 2 0 43 97
GO 18393 45 95 0 2
GO 18394 45 97 0 0
GO 18410 45 69 0 28
GO 18455 1 15 44 82
GO 18545 45 45 0 52
GO 18685 0 6 45 91
GO 18741 0 2 45 95
GO 18756 0 6 45 91
GO 18909 0 2 45 95
GO 18918 0 1 45 96
GO 18958 0 2 45 95
GO 18973 45 45 0 52
GO 18974 45 45 0 52
GO 18995 15 4 30 93
GO 19001 45 97 0 0
GO 19003 45 97 0 0
GO 19012 19 23 26 74
GO 19015 15 17 30 80
GO 19028 0 2 45 95
GO 19038 15 17 30 80
GO 19042 45 96 0 1
GO 19043 15 17 30 80
GO 19045 45 96 0 1
GO 19046 45 96 0 1
GO 19048 8 31 37 66
GO 19058 45 97 0 0
GO 19062 0 1 45 96
GO 19068 45 97 0 0
GO 19072 0 1 45 96
GO 19073 0 1 45 96
GO 19076 8 31 37 66
GO 19080 0 1 45 96
GO 19083 0 1 45 96
GO 19103 45 97 0 0
GO 19104 45 97 0 0
GO 19134 45 97 0 0
GO 19136 45 97 0 0
GO 19143 45 97 0 0
GO 19144 45 97 0 0
GO 19146 45 97 0 0
GO 19147 0 7 45 90
GO 19168 45 97 0 0
GO 19171 45 97 0 0
GO 19172 2 43 43 54
GO 19180 3 0 42 97
GO 19184 45 97 0 0
GO 19197 45 95 0 2
GO 19200 45 97 0 0
GO 19202 45 97 0 0
GO 19203 45 96 0 1
GO 19205 45 97 0 0
GO 19206 45 97 0 0
GO 19207 45 97 0 0
GO 19209 45 97 0 0
GO 19213 45 97 0 0
GO 19216 45 97 0 0
GO 19217 45 97 0 0
GO 19219 45 97 0 0
GO 19220 45 97 0 0
GO 19222 45 97 0 0
GO 19238 45 97 0 0
GO 19239 45 97 0 0
GO 19243 45 97 0 0
GO 19249 2 43 43 54
GO 19250 45 96 0 1
GO 19262 0 5 45 92
GO 19264 45 96 0 1
GO 19272 45 95 0 2
GO 19284 45 97 0 0
GO 19285 21 62 24 35
GO 19288 45 97 0 0
GO 19290 0 1 45 96
GO 19294 45 97 0 0
GO 19299 0 2 45 95
GO 19300 0 2 45 95
GO 19303 45 74 0 23
GO 19305 0 2 45 95
GO 19318 45 97 0 0
GO 19319 45 97 0 0
GO 19320 45 97 0 0
GO 19321 45 97 0 0
GO 19323 45 96 0 1
GO 19324 19 12 26 85
GO 19326 45 45 0 52
GO 19336 0 1 45 96
GO 19344 45 97 0 0
GO 19353 45 97 0 0
GO 19355 45 97 0 0
GO 19359 45 97 0 0
GO 19362 45 97 0 0
GO 19363 45 97 0 0
GO 19365 45 97 0 0
GO 19377 0 1 45 96
GO 19379 45 96 0 1
GO 19388 45 97 0 0
GO 19392 0 1 45 96
GO 19394 0 1 45 96
GO 19395 45 97 0 0
GO 19396 0 1 45 96
GO 19400 45 97 0 0
GO 19405 45 97 0 0
GO 19413 45 96 0 1
GO 19417 45 97 0 0
GO 19419 45 97 0 0
GO 19427 45 97 0 0
GO 19430 45 96 0 1
GO 19438 45 97 0 0
GO 19439 45 97 0 0
GO 19441 22 17 23 80
GO 19442 22 17 23 80
GO 19448 43 97 2 0
GO 19450 43 97 2 0
GO 19464 45 97 0 0
GO 19477 45 53 0 44
GO 19478 45 96 0 1
GO 19509 45 97 0 0
GO 19516 0 3 45 94
GO 19520 45 97 0 0
GO 19521 45 97 0 0
GO 19523 1 22 44 75
GO 19538 45 97 0 0
GO 19540 0 1 45 96
GO 19541 45 97 0 0
GO 19542 45 96 0 1
GO 19543 45 97 0 0
GO 19546 0 4 45 93
GO 19563 45 97 0 0
GO 19566 19 12 26 85
GO 19568 19 12 26 85
GO 19569 19 12 26 85
GO 19572 19 12 26 85
GO 19577 0 1 45 96
GO 19579 0 1 45 96
GO 19580 0 1 45 96
GO 19583 0 8 45 89
GO 19584 0 8 45 89
GO 19585 0 1 45 96
GO 19586 0 3 45 94
GO 19588 0 7 45 90
GO 19626 45 97 0 0
GO 19627 45 97 0 0
GO 19628 0 1 45 96
GO 19629 45 97 0 0
GO 19632 45 97 0 0
GO 19634 21 29 24 68
GO 19637 45 97 0 0
GO 19645 45 81 0 16
GO 19646 45 97 0 0
GO 19660 45 93 0 4
GO 19662 0 7 45 90
GO 19664 45 93 0 4
GO 19666 45 93 0 4
GO 19674 45 97 0 0
GO 19676 45 97 0 0
GO 19679 45 97 0 0
GO 19682 45 97 0 0
GO 19686 45 97 0 0
GO 19692 45 97 0 0
GO 19693 45 97 0 0
GO 19695 21 62 24 35
GO 19698 0 3 45 94
GO 19720 45 97 0 0
GO 19724 0 1 45 96
GO 19725 45 97 0 0
GO 19730 0 1 45 96
GO 19740 45 97 0 0
GO 19747 45 91 0 6
GO 19748 45 97 0 0
GO 19751 45 97 0 0
GO 19752 45 97 0 0
GO 19787 0 3 45 94
GO 19805 45 97 0 0
GO 19825 0 10 45 87
GO 19826 0 9 45 88
GO 19829 45 97 0 0
GO 19835 45 96 0 1
GO 19836 45 96 0 1
GO 19842 45 97 0 0
GO 19843 45 97 0 0
GO 19852 19 12 26 85
GO 19856 45 97 0 0
GO 19858 0 18 45 79
GO 19859 23 94 22 3
GO 19860 45 94 0 3
GO 19866 1 2 44 95
GO 19867 45 97 0 0
GO 19877 45 97 0 0
GO 19887 45 97 0 0
GO 19897 45 97 0 0
GO 19898 45 97 0 0
GO 19899 45 97 0 0
GO 19904 45 97 0 0
GO 19941 44 96 1 1
GO 19953 0 3 45 94
GO 19954 45 97 0 0
GO 19985 45 97 0 0
GO 19988 44 96 1 1
GO 19992 1 0 44 97
GO 20002 0 1 45 96
GO 20037 45 97 0 0
GO 21549 1 1 44 96
GO 22037 1 1 44 96
GO 22402 45 97 0 0
GO 22411 45 97 0 0
GO 22412 0 1 45 96
GO 22413 0 2 45 95
GO 22414 45 97 0 0
GO 22417 45 97 0 0
GO 22602 0 1 45 96
GO 22603 45 97 0 0
GO 22604 45 97 0 0
GO 22605 0 1 45 96
GO 22607 45 97 0 0
GO 22610 45 97 0 0
GO 22611 45 97 0 0
GO 22613 45 97 0 0
GO 22616 45 97 0 0
GO 22618 45 97 0 0
GO 22623 1 0 44 97
GO 22624 1 0 44 97
GO 22625 45 97 0 0
GO 22626 45 97 0 0
GO 22627 45 97 0 0
GO 22803 45 97 0 0
GO 22804 45 97 0 0
GO 22821 45 97 0 0
GO 22829 45 97 0 0
GO 22836 45 97 0 0
GO 22838 45 97 0 0
GO 22853 45 97 0 0
GO 22857 45 97 0 0
GO 22883 45 97 0 0
GO 22884 45 97 0 0
GO 22889 0 3 45 94
GO 22890 45 97 0 0
GO 22898 45 97 0 0
GO 22900 45 97 0 0
GO 22904 45 97 0 0
GO 23014 45 97 0 0
GO 23051 0 2 45 95
GO 23052 45 97 0 0
GO 23056 0 1 45 96
GO 23057 0 1 45 96
GO 30001 45 97 0 0
GO 30002 45 97 0 0
GO 30003 45 97 0 0
GO 30004 45 97 0 0
GO 30029 12 3 33 94
GO 30030 45 97 0 0
GO 30031 45 97 0 0
GO 30036 12 3 33 94
GO 30042 12 3 33 94
GO 30091 45 97 0 0
GO 30097 0 1 45 96
GO 30098 0 1 45 96
GO 30100 0 1 45 96
GO 30104 45 95 0 2
GO 30145 45 97 0 0
GO 30149 0 1 45 96
GO 30151 45 95 0 2
GO 30153 9 4 36 93
GO 30154 0 3 45 94
GO 30155 45 97 0 0
GO 30162 45 97 0 0
GO 30163 45 97 0 0
GO 30164 45 96 0 1
GO 30166 1 0 44 97
GO 30170 45 97 0 0
GO 30174 45 97 0 0
GO 30183 0 1 45 96
GO 30198 0 1 45 96
GO 30203 45 97 0 0
GO 30204 1 0 44 97
GO 30206 1 0 44 97
GO 30217 0 1 45 96
GO 30234 45 97 0 0
GO 30243 0 12 45 85
GO 30244 0 1 45 96
GO 30245 0 11 45 86
GO 30246 19 23 26 74
GO 30247 0 1 45 96
GO 30258 45 97 0 0
GO 30260 45 97 0 0
GO 30261 1 0 44 97
GO 30272 45 96 0 1
GO 30288 45 97 0 0
GO 30295 45 97 0 0
GO 30307 0 1 45 96
GO 30308 3 4 42 93
GO 30312 45 97 0 0
GO 30313 45 97 0 0
GO 30320 45 97 0 0
GO 30330 0 1 45 96
GO 30337 45 97 0 0
GO 30366 45 97 0 0
GO 30371 45 97 0 0
GO 30388 45 96 0 1
GO 30414 45 91 0 6
GO 30420 0 1 45 96
GO 30423 45 95 0 2
GO 30427 0 2 45 95
GO 30428 45 97 0 0
GO 30429 0 4 45 93
GO 30430 15 3 30 94
GO 30435 0 2 45 95
GO 30436 0 1 45 96
GO 30437 0 2 45 95
GO 30488 45 97 0 0
GO 30490 45 97 0 0
GO 30496 0 1 45 96
GO 30497 45 97 0 0
GO 30509 0 1 45 96
GO 30523 45 80 0 17
GO 30541 45 97 0 0
GO 30545 0 1 45 96
GO 30551 45 97 0 0
GO 30554 45 97 0 0
GO 30572 30 65 15 32
GO 30580 45 97 0 0
GO 30604 45 97 0 0
GO 30611 0 3 45 94
GO 30613 0 4 45 93
GO 30614 0 3 45 94
GO 30632 45 95 0 2
GO 30641 45 97 0 0
GO 30643 45 97 0 0
GO 30674 45 97 0 0
GO 30677 44 96 1 1
GO 30681 44 96 1 1
GO 30695 45 97 0 0
GO 30696 45 97 0 0
GO 30697 45 97 0 0
GO 30808 0 6 45 91
GO 30809 0 6 45 91
GO 30855 0 1 45 96
GO 30880 45 97 0 0
GO 30894 45 97 0 0
GO 30902 1 1 44 96
GO 30955 45 97 0 0
GO 30961 45 95 0 2
GO 30964 45 97 0 0
GO 30973 45 27 0 70
GO 30976 45 97 0 0
GO 30978 0 27 45 70
GO 30980 0 27 45 70
GO 30983 45 96 0 1
GO 31004 16 12 29 85
GO 31047 45 95 0 2
GO 31071 45 97 0 0
GO 31090 4 3 41 94
GO 31118 45 97 0 0
GO 31119 45 97 0 0
GO 31123 45 97 0 0
GO 31124 45 97 0 0
GO 31125 1 1 44 96
GO 31160 0 1 45 96
GO 31162 45 96 0 1
GO 31163 45 97 0 0
GO 31167 45 97 0 0
GO 31177 44 96 1 1
GO 31224 45 97 0 0
GO 31225 44 97 1 0
GO 31226 45 97 0 0
GO 31230 45 97 0 0
GO 31232 45 86 0 11
GO 31233 45 97 0 0
GO 31234 45 97 0 0
GO 31235 45 96 0 1
GO 31236 45 86 0 11
GO 31237 43 95 2 2
GO 31241 45 97 0 0
GO 31246 45 97 0 0
GO 31248 0 3 45 94
GO 31249 45 97 0 0
GO 31250 45 97 0 0
GO 31253 1 0 44 97
GO 31267 0 1 45 96
GO 31297 45 97 0 0
GO 31323 45 97 0 0
GO 31324 45 97 0 0
GO 31325 45 97 0 0
GO 31326 45 97 0 0
GO 31327 45 97 0 0
GO 31328 45 97 0 0
GO 31329 45 97 0 0
GO 31330 45 97 0 0
GO 31331 45 97 0 0
GO 31333 45 97 0 0
GO 31334 45 97 0 0
GO 31347 0 1 45 96
GO 31349 0 1 45 96
GO 31365 45 97 0 0
GO 31399 45 97 0 0
GO 31400 40 43 5 54
GO 31401 45 97 0 0
GO 31402 45 97 0 0
GO 31403 45 96 0 1
GO 31404 45 96 0 1
GO 31405 45 97 0 0
GO 31406 45 97 0 0
GO 31410 2 1 43 96
GO 31419 45 96 0 1
GO 31420 45 97 0 0
GO 31421 45 96 0 1
GO 31437 0 8 45 89
GO 31439 0 8 45 89
GO 31455 21 62 24 35
GO 31456 21 62 24 35
GO 31460 22 31 23 66
GO 31469 0 1 45 96
GO 31471 0 1 45 96
GO 31522 45 97 0 0
GO 31554 45 97 0 0
GO 31564 45 97 0 0
GO 31589 45 97 0 0
GO 31597 45 97 0 0
GO 31625 0 2 45 95
GO 31640 45 97 0 0
GO 31647 45 97 0 0
GO 31648 45 95 0 2
GO 31667 45 97 0 0
GO 31668 45 97 0 0
GO 31669 45 97 0 0
GO 31670 45 96 0 1
GO 31966 1 2 44 95
GO 31967 1 2 44 95
GO 31974 45 97 0 0
GO 31975 45 97 0 0
GO 31981 45 97 0 0
GO 31982 2 1 43 96
GO 31984 2 1 43 96
GO 32026 45 96 0 1
GO 32048 30 65 15 32
GO 32049 30 65 15 32
GO 32055 37 90 8 7
GO 32067 0 4 45 93
GO 32069 45 97 0 0
GO 32074 45 97 0 0
GO 32101 40 44 5 53
GO 32102 2 0 43 97
GO 32103 0 1 45 96
GO 32135 1 2 44 95
GO 32136 45 96 0 1
GO 32147 45 97 0 0
GO 32150 45 97 0 0
GO 32153 45 97 0 0
GO 32155 0 1 45 96
GO 32194 45 97 0 0
GO 32196 20 15 25 82
GO 32259 45 97 0 0
GO 32261 45 96 0 1
GO 32262 45 83 0 14
GO 32263 45 96 0 1
GO 32264 45 96 0 1
GO 32265 0 5 45 92
GO 32267 45 97 0 0
GO 32268 45 97 0 0
GO 32269 45 97 0 0
GO 32270 45 97 0 0
GO 32271 45 97 0 0
GO 32272 45 97 0 0
GO 32296 45 97 0 0
GO 32297 45 97 0 0
GO 32298 45 97 0 0
GO 32299 45 96 0 1
GO 32300 45 97 0 0
GO 32324 45 97 0 0
GO 32329 45 96 0 1
GO 32359 45 96 0 1
GO 32386 45 97 0 0
GO 32392 45 97 0 0
GO 32409 45 97 0 0
GO 32410 45 97 0 0
GO 32412 45 97 0 0
GO 32413 45 97 0 0
GO 32446 0 3 45 94
GO 32448 0 2 45 95
GO 32459 45 95 0 2
GO 32462 45 95 0 2
GO 32465 45 97 0 0
GO 32466 45 97 0 0
GO 32501 1 2 44 95
GO 32502 45 97 0 0
GO 32504 0 1 45 96
GO 32505 45 97 0 0
GO 32506 45 97 0 0
GO 32507 0 1 45 96
GO 32508 45 97 0 0
GO 32535 45 97 0 0
GO 32549 45 97 0 0
GO 32550 45 97 0 0
GO 32551 45 97 0 0
GO 32552 45 97 0 0
GO 32553 45 97 0 0
GO 32554 45 97 0 0
GO 32555 45 97 0 0
GO 32556 45 97 0 0
GO 32557 45 97 0 0
GO 32558 45 97 0 0
GO 32559 45 97 0 0
GO 32560 45 97 0 0
GO 32561 45 97 0 0
GO 32564 45 97 0 0
GO 32567 45 97 0 0
GO 32588 2 0 43 97
GO 32649 0 1 45 96
GO 32653 0 1 45 96
GO 32677 0 1 45 96
GO 32680 0 1 45 96
GO 32717 0 1 45 96
GO 32720 0 1 45 96
GO 32729 0 1 45 96
GO 32733 0 1 45 96
