"","G","Gene","MC","WTC","MD","WTD","Fisher.p","phi","OR1","OR2"
"3849","GO",46124,0,34,22,63,0.000395,0.301,"Inf",0
"3850","GO",46125,22,97,0,0,1,NA,"NaN",NA
"3851","GO",46127,22,96,0,1,1,-0.044,"0.000",Inf
"3852","GO",46128,22,97,0,0,1,NA,"NaN",NA
"3853","GO",46129,22,97,0,0,1,NA,"NaN",NA
"3854","GO",46130,22,87,0,10,0.205,-0.144,"0.000",Inf
"3855","GO",46131,22,97,0,0,1,NA,"NaN",NA
"3856","GO",46132,22,97,0,0,1,NA,"NaN",NA
"3857","GO",46133,22,97,0,0,1,NA,"NaN",NA
"3858","GO",46134,22,97,0,0,1,NA,"NaN",NA
"3859","GO",46135,22,97,0,0,1,NA,"NaN",NA
"3860","GO",46144,22,97,0,0,1,NA,"NaN",NA
"3861","GO",46145,22,95,0,2,1,-0.062,"0.000",Inf
"3862","GO",46146,22,97,0,0,1,NA,"NaN",NA
"3863","GO",46148,22,97,0,0,1,NA,"NaN",NA
"3864","GO",46164,22,97,0,0,1,NA,"NaN",NA
"3865","GO",46165,22,97,0,0,1,NA,"NaN",NA
"3866","GO",46166,22,97,0,0,1,NA,"NaN",NA
"3867","GO",46168,0,4,22,93,1,0.089,"Inf",0
"3868","GO",46173,22,97,0,0,1,NA,"NaN",NA
"3869","GO",46174,22,97,0,0,1,NA,"NaN",NA
"3870","GO",46176,22,97,0,0,1,NA,"NaN",NA
"3871","GO",46177,22,97,0,0,1,NA,"NaN",NA
"3872","GO",46183,0,22,22,75,0.0122,0.227,"Inf",0
"3873","GO",46184,22,97,0,0,1,NA,"NaN",NA
"3874","GO",46185,22,97,0,0,1,NA,"NaN",NA
"3875","GO",46189,0,1,22,96,1,0.044,"Inf",0
"3876","GO",46209,22,94,0,3,1,-0.077,"0.000",Inf
"3877","GO",46210,22,94,0,3,1,-0.077,"0.000",Inf
"3878","GO",46218,0,17,22,80,0.0396,0.194,"Inf",0
"3879","GO",46219,22,97,0,0,1,NA,"NaN",NA
"3880","GO",46256,22,45,0,52,5.52e-07,-0.42,"0.000",Inf
"3881","GO",46260,22,45,0,52,5.52e-07,-0.42,"0.000",Inf
"3882","GO",46263,22,45,0,52,5.52e-07,-0.42,"0.000",Inf
"3883","GO",46316,0,22,22,75,0.0122,0.227,"Inf",0
"3884","GO",46341,21,97,1,0,0.185,0.193,"Inf",0
"3885","GO",46342,0,1,22,96,1,0.044,"Inf",0
"3886","GO",46346,0,5,22,92,0.583,0.1,"Inf",0
"3887","GO",46348,21,39,1,58,1.56e-06,-0.429,"0.032",31.2
"3888","GO",46349,22,97,0,0,1,NA,"NaN",NA
"3889","GO",46351,22,96,0,1,1,-0.044,"0.000",Inf
"3890","GO",46364,22,97,0,0,1,NA,"NaN",NA
"3891","GO",46365,22,97,0,0,1,NA,"NaN",NA
"3892","GO",46368,3,7,19,90,0.391,-0.09,"0.493",2.03
"3893","GO",46373,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"3894","GO",46377,3,30,19,67,0.12,0.15,"2.840",0.353
"3895","GO",46378,11,32,11,65,0.147,-0.137,"0.492",2.03
"3896","GO",46379,22,88,0,9,0.207,-0.136,"0.000",Inf
"3897","GO",46383,0,2,22,95,1,0.062,"Inf",0
"3898","GO",46385,22,97,0,0,1,NA,"NaN",NA
"3899","GO",46386,22,97,0,0,1,NA,"NaN",NA
"3900","GO",46390,22,97,0,0,1,NA,"NaN",NA
"3901","GO",46391,21,97,1,0,0.185,0.193,"Inf",0
"3902","GO",46392,0,1,22,96,1,0.044,"Inf",0
"3903","GO",46394,22,97,0,0,1,NA,"NaN",NA
"3904","GO",46395,22,97,0,0,1,NA,"NaN",NA
"3905","GO",46396,0,3,22,94,1,0.077,"Inf",0
"3906","GO",46397,0,3,22,94,1,0.077,"Inf",0
"3907","GO",46400,22,97,0,0,1,NA,"NaN",NA
"3908","GO",46401,22,97,0,0,1,NA,"NaN",NA
"3909","GO",46402,2,19,20,78,0.357,0.107,"2.440",0.411
"3910","GO",46415,0,1,22,96,1,0.044,"Inf",0
"3911","GO",46416,22,97,0,0,1,NA,"NaN",NA
"3912","GO",46417,22,97,0,0,1,NA,"NaN",NA
"3913","GO",46421,22,96,0,1,1,-0.044,"0.000",Inf
"3914","GO",46425,0,1,22,96,1,0.044,"Inf",0
"3915","GO",46426,0,1,22,96,1,0.044,"Inf",0
"3916","GO",46428,22,97,0,0,1,NA,"NaN",NA
"3917","GO",46429,22,97,0,0,1,NA,"NaN",NA
"3918","GO",46434,22,97,0,0,1,NA,"NaN",NA
"3919","GO",46436,22,97,0,0,1,NA,"NaN",NA
"3920","GO",46437,22,95,0,2,1,-0.062,"0.000",Inf
"3921","GO",46439,22,97,0,0,1,NA,"NaN",NA
"3922","GO",46440,22,53,0,44,1.26e-05,-0.365,"0.000",Inf
"3923","GO",46451,22,97,0,0,1,NA,"NaN",NA
"3924","GO",46452,22,97,0,0,1,NA,"NaN",NA
"3925","GO",46459,22,97,0,0,1,NA,"NaN",NA
"3926","GO",46466,0,1,22,96,1,0.044,"Inf",0
"3927","GO",46467,22,97,0,0,1,NA,"NaN",NA
"3928","GO",46471,22,97,0,0,1,NA,"NaN",NA
"3929","GO",46474,22,97,0,0,1,NA,"NaN",NA
"3930","GO",46475,0,1,22,96,1,0.044,"Inf",0
"3931","GO",46479,0,1,22,96,1,0.044,"Inf",0
"3932","GO",46483,22,97,0,0,1,NA,"NaN",NA
"3933","GO",46484,22,97,0,0,1,NA,"NaN",NA
"3934","GO",46486,22,97,0,0,1,NA,"NaN",NA
"3935","GO",46487,22,97,0,0,1,NA,"NaN",NA
"3936","GO",46490,22,97,0,0,1,NA,"NaN",NA
"3937","GO",46493,22,97,0,0,1,NA,"NaN",NA
"3938","GO",46496,22,97,0,0,1,NA,"NaN",NA
"3939","GO",46498,22,97,0,0,1,NA,"NaN",NA
"3940","GO",46500,22,97,0,0,1,NA,"NaN",NA
"3941","GO",46501,22,97,0,0,1,NA,"NaN",NA
"3942","GO",46502,22,95,0,2,1,-0.062,"0.000",Inf
"3943","GO",46503,0,1,22,96,1,0.044,"Inf",0
"3944","GO",46514,0,1,22,96,1,0.044,"Inf",0
"3945","GO",46527,22,77,0,20,0.0228,-0.214,"0.000",Inf
"3946","GO",46537,22,97,0,0,1,NA,"NaN",NA
"3947","GO",46545,0,1,22,96,1,0.044,"Inf",0
"3948","GO",46566,0,2,22,95,1,0.062,"Inf",0
"3949","GO",46583,22,97,0,0,1,NA,"NaN",NA
"3950","GO",46618,22,97,0,0,1,NA,"NaN",NA
"3951","GO",46631,0,1,22,96,1,0.044,"Inf",0
"3952","GO",46632,0,1,22,96,1,0.044,"Inf",0
"3953","GO",46649,0,1,22,96,1,0.044,"Inf",0
"3954","GO",46653,22,97,0,0,1,NA,"NaN",NA
"3955","GO",46654,22,97,0,0,1,NA,"NaN",NA
"3956","GO",46655,22,96,0,1,1,-0.044,"0.000",Inf
"3957","GO",46656,22,96,0,1,1,-0.044,"0.000",Inf
"3958","GO",46660,0,1,22,96,1,0.044,"Inf",0
"3959","GO",46661,0,1,22,96,1,0.044,"Inf",0
"3960","GO",46677,22,97,0,0,1,NA,"NaN",NA
"3961","GO",46678,22,97,0,0,1,NA,"NaN",NA
"3962","GO",46685,22,97,0,0,1,NA,"NaN",NA
"3963","GO",46686,0,5,22,92,0.583,0.1,"Inf",0
"3964","GO",46688,22,96,0,1,1,-0.044,"0.000",Inf
"3965","GO",46689,22,97,0,0,1,NA,"NaN",NA
"3966","GO",46690,22,96,0,1,1,-0.044,"0.000",Inf
"3967","GO",46700,22,97,0,0,1,NA,"NaN",NA
"3968","GO",46710,22,97,0,0,1,NA,"NaN",NA
"3969","GO",46716,0,1,22,96,1,0.044,"Inf",0
"3970","GO",46718,22,97,0,0,1,NA,"NaN",NA
"3971","GO",46729,0,1,22,96,1,0.044,"Inf",0
"3972","GO",46777,22,97,0,0,1,NA,"NaN",NA
"3973","GO",46790,21,96,1,1,0.337,0.106,"4.570",0.219
"3974","GO",46798,0,1,22,96,1,0.044,"Inf",0
"3975","GO",46812,1,0,21,97,0.185,-0.193,"0.000",Inf
"3976","GO",46820,22,97,0,0,1,NA,"NaN",NA
"3977","GO",46834,0,31,22,66,0.000854,0.283,"Inf",0
"3978","GO",46835,22,97,0,0,1,NA,"NaN",NA
"3979","GO",46836,22,97,0,0,1,NA,"NaN",NA
"3980","GO",46838,22,96,0,1,1,-0.044,"0.000",Inf
"3981","GO",46839,22,96,0,1,1,-0.044,"0.000",Inf
"3982","GO",46855,22,96,0,1,1,-0.044,"0.000",Inf
"3983","GO",46857,0,2,22,95,1,0.062,"Inf",0
"3984","GO",46870,22,96,0,1,1,-0.044,"0.000",Inf
"3985","GO",46872,22,97,0,0,1,NA,"NaN",NA
"3986","GO",46873,22,97,0,0,1,NA,"NaN",NA
"3987","GO",46874,22,97,0,0,1,NA,"NaN",NA
"3988","GO",46889,22,97,0,0,1,NA,"NaN",NA
"3989","GO",46890,22,97,0,0,1,NA,"NaN",NA
"3990","GO",46892,22,86,0,11,0.213,-0.152,"0.000",Inf
"3991","GO",46900,22,97,0,0,1,NA,"NaN",NA
"3992","GO",46901,22,97,0,0,1,NA,"NaN",NA
"3993","GO",46903,22,97,0,0,1,NA,"NaN",NA
"3994","GO",46906,22,97,0,0,1,NA,"NaN",NA
"3995","GO",46907,22,97,0,0,1,NA,"NaN",NA
"3996","GO",46912,22,97,0,0,1,NA,"NaN",NA
"3997","GO",46914,22,97,0,0,1,NA,"NaN",NA
"3998","GO",46915,22,97,0,0,1,NA,"NaN",NA
"3999","GO",46916,22,97,0,0,1,NA,"NaN",NA
"4000","GO",46917,0,1,22,96,1,0.044,"Inf",0
"4001","GO",46930,22,92,0,5,0.583,-0.1,"0.000",Inf
"4002","GO",46933,22,97,0,0,1,NA,"NaN",NA
"4003","GO",46939,22,97,0,0,1,NA,"NaN",NA
"4004","GO",46940,22,97,0,0,1,NA,"NaN",NA
"4005","GO",46942,22,97,0,0,1,NA,"NaN",NA
"4006","GO",46943,22,97,0,0,1,NA,"NaN",NA
"4007","GO",46944,22,84,0,13,0.123,-0.167,"0.000",Inf
"4008","GO",46961,22,97,0,0,1,NA,"NaN",NA
"4009","GO",46982,0,2,22,95,1,0.062,"Inf",0
"4010","GO",46983,22,97,0,0,1,NA,"NaN",NA
"4011","GO",47134,22,97,0,0,1,NA,"NaN",NA
"4012","GO",47405,22,97,0,0,1,NA,"NaN",NA
"4013","GO",47429,22,97,0,0,1,NA,"NaN",NA
"4014","GO",47451,22,97,0,0,1,NA,"NaN",NA
"4015","GO",47456,22,97,0,0,1,NA,"NaN",NA
"4016","GO",47465,0,5,22,92,0.583,0.1,"Inf",0
"4017","GO",47475,0,1,22,96,1,0.044,"Inf",0
"4018","GO",47480,22,97,0,0,1,NA,"NaN",NA
"4019","GO",47484,22,96,0,1,1,-0.044,"0.000",Inf
"4020","GO",47485,22,97,0,0,1,NA,"NaN",NA
"4021","GO",47545,22,97,0,0,1,NA,"NaN",NA
"4022","GO",47547,0,4,22,93,1,0.089,"Inf",0
"4023","GO",47580,0,32,22,65,0.000847,0.289,"Inf",0
"4024","GO",47589,22,53,0,44,1.26e-05,-0.365,"0.000",Inf
"4025","GO",47617,22,97,0,0,1,NA,"NaN",NA
"4026","GO",47631,22,97,0,0,1,NA,"NaN",NA
"4027","GO",47635,22,95,0,2,1,-0.062,"0.000",Inf
"4028","GO",47661,22,97,0,0,1,NA,"NaN",NA
"4029","GO",47681,4,15,18,82,0.751,-0.029,"0.823",1.21
"4030","GO",47693,22,94,0,3,1,-0.077,"0.000",Inf
"4031","GO",47724,0,34,22,63,0.000395,0.301,"Inf",0
"4032","GO",47808,22,97,0,0,1,NA,"NaN",NA
"4033","GO",47844,22,96,0,1,1,-0.044,"0.000",Inf
"4034","GO",47917,4,12,18,85,0.493,-0.066,"0.635",1.57
"4035","GO",47931,22,79,0,18,0.0234,-0.201,"0.000",Inf
"4036","GO",47952,22,97,0,0,1,NA,"NaN",NA
"4037","GO",47954,22,96,0,1,1,-0.044,"0.000",Inf
"4038","GO",47975,0,34,22,63,0.000395,0.301,"Inf",0
"4039","GO",48001,22,96,0,1,1,-0.044,"0.000",Inf
"4040","GO",48018,0,1,22,96,1,0.044,"Inf",0
"4041","GO",48027,22,97,0,0,1,NA,"NaN",NA
"4042","GO",48029,18,22,4,75,3.51e-07,-0.486,"0.0652",15.3
"4043","GO",48033,21,57,1,40,0.000846,-0.3,"0.0679",14.7
"4044","GO",48034,21,57,1,40,0.000846,-0.3,"0.0679",14.7
"4045","GO",48037,22,97,0,0,1,NA,"NaN",NA
"4046","GO",48038,22,97,0,0,1,NA,"NaN",NA
"4047","GO",48039,22,97,0,0,1,NA,"NaN",NA
"4048","GO",48162,0,1,22,96,1,0.044,"Inf",0
"4049","GO",48193,0,1,22,96,1,0.044,"Inf",0
"4050","GO",48255,22,97,0,0,1,NA,"NaN",NA
"4051","GO",48256,22,96,0,1,1,-0.044,"0.000",Inf
"4052","GO",48284,0,1,22,96,1,0.044,"Inf",0
"4053","GO",48468,0,3,22,94,1,0.077,"Inf",0
"4054","GO",48476,22,97,0,0,1,NA,"NaN",NA
"4055","GO",48477,0,1,22,96,1,0.044,"Inf",0
"4056","GO",48500,22,95,0,2,1,-0.062,"0.000",Inf
"4057","GO",48511,0,1,22,96,1,0.044,"Inf",0
"4058","GO",48513,0,2,22,95,1,0.062,"Inf",0
"4059","GO",48518,22,97,0,0,1,NA,"NaN",NA
"4060","GO",48519,22,97,0,0,1,NA,"NaN",NA
"4061","GO",48522,22,97,0,0,1,NA,"NaN",NA
"4062","GO",48523,22,97,0,0,1,NA,"NaN",NA
"4063","GO",48534,0,1,22,96,1,0.044,"Inf",0
"4064","GO",48536,0,1,22,96,1,0.044,"Inf",0
"4065","GO",48548,0,1,22,96,1,0.044,"Inf",0
"4066","GO",48549,0,1,22,96,1,0.044,"Inf",0
"4067","GO",48583,22,97,0,0,1,NA,"NaN",NA
"4068","GO",48584,0,1,22,96,1,0.044,"Inf",0
"4069","GO",48585,1,1,21,96,0.337,-0.106,"0.219",4.57
"4070","GO",48589,0,1,22,96,1,0.044,"Inf",0
"4071","GO",48598,0,1,22,96,1,0.044,"Inf",0
"4072","GO",48608,0,1,22,96,1,0.044,"Inf",0
"4073","GO",48609,0,1,22,96,1,0.044,"Inf",0
"4074","GO",48646,0,3,22,94,1,0.077,"Inf",0
"4075","GO",48731,0,2,22,95,1,0.062,"Inf",0
"4076","GO",48856,1,5,21,92,1,0.011,"1.140",0.876
"4077","GO",48869,1,4,21,93,1,-0.008,"0.903",1.11
"4078","GO",48870,22,97,0,0,1,NA,"NaN",NA
"4079","GO",48878,22,97,0,0,1,NA,"NaN",NA
"4080","GO",50084,22,96,0,1,1,-0.044,"0.000",Inf
"4081","GO",50089,1,3,21,94,0.564,-0.031,"0.670",1.49
"4082","GO",50136,22,97,0,0,1,NA,"NaN",NA
"4083","GO",50145,22,97,0,0,1,NA,"NaN",NA
"4084","GO",50163,22,97,0,0,1,NA,"NaN",NA
"4085","GO",50179,22,96,0,1,1,-0.044,"0.000",Inf
"4086","GO",50218,22,97,0,0,1,NA,"NaN",NA
"4087","GO",50225,0,26,22,71,0.00343,0.252,"Inf",0
"4088","GO",50263,22,83,0,14,0.0698,-0.174,"0.000",Inf
"4089","GO",50286,22,96,0,1,1,-0.044,"0.000",Inf
"4090","GO",50308,22,96,0,1,1,-0.044,"0.000",Inf
"4091","GO",50309,22,96,0,1,1,-0.044,"0.000",Inf
"4092","GO",50311,22,97,0,0,1,NA,"NaN",NA
"4093","GO",50338,22,71,0,26,0.00343,-0.252,"0.000",Inf
"4094","GO",50343,22,96,0,1,1,-0.044,"0.000",Inf
"4095","GO",50355,22,97,0,0,1,NA,"NaN",NA
"4096","GO",50380,21,65,1,32,0.00705,-0.247,"0.0967",10.3
"4097","GO",50418,22,94,0,3,1,-0.077,"0.000",Inf
"4098","GO",50440,22,97,0,0,1,NA,"NaN",NA
"4099","GO",50446,0,1,22,96,1,0.044,"Inf",0
"4100","GO",50483,22,92,0,5,0.583,-0.1,"0.000",Inf
"4101","GO",50484,22,92,0,5,0.583,-0.1,"0.000",Inf
"4102","GO",50486,21,95,1,2,0.462,0.062,"2.260",0.442
"4103","GO",50497,22,97,0,0,1,NA,"NaN",NA
"4104","GO",50511,22,97,0,0,1,NA,"NaN",NA
"4105","GO",50515,22,97,0,0,1,NA,"NaN",NA
"4106","GO",50518,22,97,0,0,1,NA,"NaN",NA
"4107","GO",50519,0,1,22,96,1,0.044,"Inf",0
"4108","GO",50526,22,97,0,0,1,NA,"NaN",NA
"4109","GO",50570,21,97,1,0,0.185,0.193,"Inf",0
"4110","GO",50577,3,7,19,90,0.391,-0.09,"0.493",2.03
"4111","GO",50626,0,1,22,96,1,0.044,"Inf",0
"4112","GO",50650,1,0,21,97,0.185,-0.193,"0.000",Inf
"4113","GO",50654,1,0,21,97,0.185,-0.193,"0.000",Inf
"4114","GO",50660,22,97,0,0,1,NA,"NaN",NA
"4115","GO",50661,22,97,0,0,1,NA,"NaN",NA
"4116","GO",50662,22,97,0,0,1,NA,"NaN",NA
"4117","GO",50667,22,96,0,1,1,-0.044,"0.000",Inf
"4118","GO",50776,0,1,22,96,1,0.044,"Inf",0
"4119","GO",50778,0,1,22,96,1,0.044,"Inf",0
"4120","GO",50779,21,95,1,2,0.462,0.062,"2.260",0.442
"4121","GO",50789,22,97,0,0,1,NA,"NaN",NA
"4122","GO",50790,22,97,0,0,1,NA,"NaN",NA
"4123","GO",50793,22,97,0,0,1,NA,"NaN",NA
"4124","GO",50794,22,97,0,0,1,NA,"NaN",NA
"4125","GO",50801,22,97,0,0,1,NA,"NaN",NA
"4126","GO",50821,22,97,0,0,1,NA,"NaN",NA
"4127","GO",50830,0,1,22,96,1,0.044,"Inf",0
"4128","GO",50832,0,1,22,96,1,0.044,"Inf",0
"4129","GO",50896,22,97,0,0,1,NA,"NaN",NA
"4130","GO",50897,22,96,0,1,1,-0.044,"0.000",Inf
"4131","GO",50918,0,12,22,85,0.12,0.159,"Inf",0
"4132","GO",50920,19,43,3,54,0.000325,-0.327,"0.126",7.95
"4133","GO",50922,1,0,21,97,0.185,-0.193,"0.000",Inf
"4134","GO",50997,0,27,22,70,0.00343,0.258,"Inf",0
"4135","GO",51020,22,97,0,0,1,NA,"NaN",NA
"4136","GO",51049,22,97,0,0,1,NA,"NaN",NA
"4137","GO",51050,22,96,0,1,1,-0.044,"0.000",Inf
"4138","GO",51051,22,97,0,0,1,NA,"NaN",NA
"4139","GO",51052,22,97,0,0,1,NA,"NaN",NA
"4140","GO",51053,22,97,0,0,1,NA,"NaN",NA
"4141","GO",51054,22,97,0,0,1,NA,"NaN",NA
"4142","GO",51055,22,97,0,0,1,NA,"NaN",NA
"4143","GO",51065,22,97,0,0,1,NA,"NaN",NA
"4144","GO",51075,22,97,0,0,1,NA,"NaN",NA
"4145","GO",51082,22,97,0,0,1,NA,"NaN",NA
"4146","GO",51083,22,96,0,1,1,-0.044,"0.000",Inf
"4147","GO",51084,22,97,0,0,1,NA,"NaN",NA
"4148","GO",51085,22,97,0,0,1,NA,"NaN",NA
"4149","GO",51087,22,97,0,0,1,NA,"NaN",NA
"4150","GO",51090,22,97,0,0,1,NA,"NaN",NA
"4151","GO",51091,0,1,22,96,1,0.044,"Inf",0
"4152","GO",51092,0,1,22,96,1,0.044,"Inf",0
"4153","GO",51093,0,1,22,96,1,0.044,"Inf",0
"4154","GO",51095,21,95,1,2,0.462,0.062,"2.260",0.442
"4155","GO",51098,0,1,22,96,1,0.044,"Inf",0
"4156","GO",51101,0,1,22,96,1,0.044,"Inf",0
"4157","GO",51103,22,97,0,0,1,NA,"NaN",NA
"4158","GO",51108,0,20,22,77,0.0228,0.214,"Inf",0
"4159","GO",51109,0,20,22,77,0.0228,0.214,"Inf",0
"4160","GO",51117,22,97,0,0,1,NA,"NaN",NA
"4161","GO",51119,18,32,4,65,6.09e-05,-0.384,"0.109",9.14
"4162","GO",51128,22,97,0,0,1,NA,"NaN",NA
"4163","GO",51129,22,97,0,0,1,NA,"NaN",NA
"4164","GO",51130,22,97,0,0,1,NA,"NaN",NA
"4165","GO",51131,2,1,20,96,0.0875,-0.2,"0.104",9.6
"4166","GO",51156,22,97,0,0,1,NA,"NaN",NA
"4167","GO",51167,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"4168","GO",51169,0,1,22,96,1,0.044,"Inf",0
"4169","GO",51170,0,1,22,96,1,0.044,"Inf",0
"4170","GO",51171,22,97,0,0,1,NA,"NaN",NA
"4171","GO",51172,22,97,0,0,1,NA,"NaN",NA
"4172","GO",51173,22,97,0,0,1,NA,"NaN",NA
"4173","GO",51174,22,97,0,0,1,NA,"NaN",NA
"4174","GO",51179,22,97,0,0,1,NA,"NaN",NA
"4175","GO",51180,22,96,0,1,1,-0.044,"0.000",Inf
"4176","GO",51181,22,97,0,0,1,NA,"NaN",NA
"4177","GO",51182,0,19,22,78,0.0222,0.208,"Inf",0
"4178","GO",51184,21,94,1,3,0.564,0.031,"1.490",0.67
"4179","GO",51185,0,19,22,78,0.0222,0.208,"Inf",0
"4180","GO",51186,22,97,0,0,1,NA,"NaN",NA
"4181","GO",51187,22,74,0,23,0.00682,-0.233,"0.000",Inf
"4182","GO",51188,22,97,0,0,1,NA,"NaN",NA
"4183","GO",51189,22,97,0,0,1,NA,"NaN",NA
"4184","GO",51191,0,1,22,96,1,0.044,"Inf",0
"4185","GO",51192,21,96,1,1,0.337,0.106,"4.570",0.219
"4186","GO",51193,22,96,0,1,1,-0.044,"0.000",Inf
"4187","GO",51205,22,97,0,0,1,NA,"NaN",NA
"4188","GO",51208,1,0,21,97,0.185,-0.193,"0.000",Inf
"4189","GO",51213,22,97,0,0,1,NA,"NaN",NA
"4190","GO",51223,22,97,0,0,1,NA,"NaN",NA
"4191","GO",51234,22,97,0,0,1,NA,"NaN",NA
"4192","GO",51235,22,64,0,33,0.000426,-0.295,"0.000",Inf
"4193","GO",51238,22,64,0,33,0.000426,-0.295,"0.000",Inf
"4194","GO",51239,0,1,22,96,1,0.044,"Inf",0
"4195","GO",51240,0,1,22,96,1,0.044,"Inf",0
"4196","GO",51241,0,1,22,96,1,0.044,"Inf",0
"4197","GO",51246,22,97,0,0,1,NA,"NaN",NA
"4198","GO",51247,22,97,0,0,1,NA,"NaN",NA
"4199","GO",51248,22,97,0,0,1,NA,"NaN",NA
"4200","GO",51252,22,97,0,0,1,NA,"NaN",NA
"4201","GO",51253,22,97,0,0,1,NA,"NaN",NA
"4202","GO",51254,22,97,0,0,1,NA,"NaN",NA
"4203","GO",51258,22,97,0,0,1,NA,"NaN",NA
"4204","GO",51259,22,97,0,0,1,NA,"NaN",NA
"4205","GO",51260,22,97,0,0,1,NA,"NaN",NA
"4206","GO",51261,0,3,22,94,1,0.077,"Inf",0
"4207","GO",51262,22,97,0,0,1,NA,"NaN",NA
"4208","GO",51270,22,57,0,40,7.62e-05,-0.339,"0.000",Inf
"4209","GO",51271,17,27,5,70,3.56e-05,-0.398,"0.113",8.81
"4210","GO",51273,22,61,0,36,0.000185,-0.314,"0.000",Inf
"4211","GO",51274,22,50,0,47,4.33e-06,-0.385,"0.000",Inf
"4212","GO",51275,0,11,22,86,0.213,0.152,"Inf",0
"4213","GO",51276,22,97,0,0,1,NA,"NaN",NA
"4214","GO",51278,0,2,22,95,1,0.062,"Inf",0
"4215","GO",51286,0,1,22,96,1,0.044,"Inf",0
"4216","GO",51287,22,97,0,0,1,NA,"NaN",NA
"4217","GO",51289,22,97,0,0,1,NA,"NaN",NA
"4218","GO",51291,3,3,19,94,0.076,-0.187,"0.202",4.95
"4219","GO",51301,22,97,0,0,1,NA,"NaN",NA
"4220","GO",51302,22,97,0,0,1,NA,"NaN",NA
"4221","GO",51304,22,95,0,2,1,-0.062,"0.000",Inf
"4222","GO",51321,0,2,22,95,1,0.062,"Inf",0
"4223","GO",51336,22,97,0,0,1,NA,"NaN",NA
"4224","GO",51338,22,97,0,0,1,NA,"NaN",NA
"4225","GO",51339,1,1,21,96,0.337,-0.106,"0.219",4.57
"4226","GO",51341,22,97,0,0,1,NA,"NaN",NA
"4227","GO",51345,22,97,0,0,1,NA,"NaN",NA
"4228","GO",51346,22,97,0,0,1,NA,"NaN",NA
"4229","GO",51347,22,97,0,0,1,NA,"NaN",NA
"4230","GO",51349,1,1,21,96,0.337,-0.106,"0.219",4.57
"4231","GO",51353,22,97,0,0,1,NA,"NaN",NA
"4232","GO",51409,8,50,14,47,0.241,0.118,"1.860",0.537
"4233","GO",51410,0,2,22,95,1,0.062,"Inf",0
"4234","GO",51452,22,97,0,0,1,NA,"NaN",NA
"4235","GO",51453,22,97,0,0,1,NA,"NaN",NA
"4236","GO",51454,0,4,22,93,1,0.089,"Inf",0
"4237","GO",51457,0,1,22,96,1,0.044,"Inf",0
"4238","GO",51472,20,30,2,67,2.24e-07,-0.472,"0.0448",22.3
"4239","GO",51480,0,1,22,96,1,0.044,"Inf",0
"4240","GO",51483,22,97,0,0,1,NA,"NaN",NA
"4241","GO",51484,22,97,0,0,1,NA,"NaN",NA
"4242","GO",51499,21,97,1,0,0.185,0.193,"Inf",0
"4243","GO",51500,21,97,1,0,0.185,0.193,"Inf",0
"4244","GO",51536,22,97,0,0,1,NA,"NaN",NA
"4245","GO",51537,22,97,0,0,1,NA,"NaN",NA
"4246","GO",51538,22,97,0,0,1,NA,"NaN",NA
"4247","GO",51539,22,97,0,0,1,NA,"NaN",NA
"4248","GO",51540,22,97,0,0,1,NA,"NaN",NA
"4249","GO",51575,22,97,0,0,1,NA,"NaN",NA
"4250","GO",51595,22,36,0,61,1.09e-08,-0.488,"0.000",Inf
"4251","GO",51596,22,97,0,0,1,NA,"NaN",NA
"4252","GO",51597,0,1,22,96,1,0.044,"Inf",0
"4253","GO",51599,0,4,22,93,1,0.089,"Inf",0
"4254","GO",51602,0,1,22,96,1,0.044,"Inf",0
"4255","GO",51603,22,97,0,0,1,NA,"NaN",NA
"4256","GO",51604,22,97,0,0,1,NA,"NaN",NA
"4257","GO",51606,0,1,22,96,1,0.044,"Inf",0
"4258","GO",51607,22,96,0,1,1,-0.044,"0.000",Inf
"4259","GO",51641,22,97,0,0,1,NA,"NaN",NA
"4260","GO",51649,22,97,0,0,1,NA,"NaN",NA
"4261","GO",51651,22,64,0,33,0.000426,-0.295,"0.000",Inf
"4262","GO",51674,22,97,0,0,1,NA,"NaN",NA
"4263","GO",51691,0,27,22,70,0.00343,0.258,"Inf",0
"4264","GO",51692,0,27,22,70,0.00343,0.258,"Inf",0
"4265","GO",51701,22,97,0,0,1,NA,"NaN",NA
"4266","GO",51703,22,96,0,1,1,-0.044,"0.000",Inf
"4267","GO",51704,22,97,0,0,1,NA,"NaN",NA
"4268","GO",51707,22,97,0,0,1,NA,"NaN",NA
"4269","GO",51715,22,96,0,1,1,-0.044,"0.000",Inf
"4270","GO",51716,22,97,0,0,1,NA,"NaN",NA
"4271","GO",51723,22,95,0,2,1,-0.062,"0.000",Inf
"4272","GO",51726,22,97,0,0,1,NA,"NaN",NA
"4273","GO",51782,22,97,0,0,1,NA,"NaN",NA
"4274","GO",51788,22,95,0,2,1,-0.062,"0.000",Inf
"4275","GO",51790,22,96,0,1,1,-0.044,"0.000",Inf
"4276","GO",51801,22,96,0,1,1,-0.044,"0.000",Inf
"4277","GO",51806,22,97,0,0,1,NA,"NaN",NA
"4278","GO",51817,22,97,0,0,1,NA,"NaN",NA
"4279","GO",51818,22,97,0,0,1,NA,"NaN",NA
"4280","GO",51828,22,97,0,0,1,NA,"NaN",NA
