GO_term	term	CLIN2_Pr	NOCLIN_Pr	CLIN2_Abs	NOCLIN_Abs
GO	6534	22	97	0	0
GO	6535	22	97	0	0
GO	6536	22	97	0	0
GO	6537	22	97	0	0
GO	6541	22	97	0	0
GO	6542	22	97	0	0
GO	6543	22	94	0	3
GO	6544	22	97	0	0
GO	6545	22	97	0	0
GO	6546	22	97	0	0
GO	6547	22	97	0	0
GO	6548	22	93	0	4
GO	6549	22	97	0	0
GO	6551	22	97	0	0
GO	6553	22	97	0	0
GO	6554	22	54	0	43
GO	6555	22	97	0	0
GO	6556	22	97	0	0
GO	6558	22	97	0	0
GO	6559	22	96	0	1
GO	6560	22	97	0	0
GO	6561	22	97	0	0
GO	6563	22	97	0	0
GO	6564	22	97	0	0
GO	6565	22	96	0	1
GO	6566	22	97	0	0
GO	6567	22	97	0	0
GO	6568	22	97	0	0
GO	6569	0	17	22	80
GO	6570	22	97	0	0
GO	6571	22	97	0	0
GO	6572	22	95	0	2
GO	6573	22	97	0	0
GO	6575	22	97	0	0
GO	6576	22	97	0	0
GO	6577	0	70	22	27
GO	6578	0	62	22	35
GO	6579	0	20	22	77
GO	6586	22	97	0	0
GO	6591	22	97	0	0
GO	6595	22	97	0	0
GO	6596	22	97	0	0
GO	6598	0	5	22	92
GO	6605	22	97	0	0
GO	6606	0	1	22	96
GO	6612	22	97	0	0
GO	6613	22	97	0	0
GO	6614	22	97	0	0
GO	6616	22	97	0	0
GO	6629	22	97	0	0
GO	6631	22	97	0	0
GO	6633	22	97	0	0
GO	6635	22	97	0	0
GO	6637	22	97	0	0
GO	6643	22	97	0	0
GO	6644	22	97	0	0
GO	6650	22	97	0	0
GO	6655	22	97	0	0
GO	6664	22	97	0	0
GO	6665	0	1	22	96
GO	6672	0	1	22	96
GO	6687	0	1	22	96
GO	6689	0	1	22	96
GO	6720	22	97	0	0
GO	6721	22	97	0	0
GO	6725	22	97	0	0
GO	6729	22	97	0	0
GO	6730	22	97	0	0
GO	6732	22	97	0	0
GO	6733	22	97	0	0
GO	6734	22	97	0	0
GO	6739	22	97	0	0
GO	6740	22	54	0	43
GO	6741	22	96	0	1
GO	6743	22	97	0	0
GO	6744	22	97	0	0
GO	6749	22	97	0	0
GO	6750	22	97	0	0
GO	6753	22	97	0	0
GO	6754	22	97	0	0
GO	6757	22	97	0	0
GO	6760	22	97	0	0
GO	6761	22	97	0	0
GO	6766	22	97	0	0
GO	6767	22	97	0	0
GO	6768	22	97	0	0
GO	6771	22	97	0	0
GO	6772	22	97	0	0
GO	6775	22	97	0	0
GO	6777	22	97	0	0
GO	6778	22	97	0	0
GO	6779	22	97	0	0
GO	6780	22	95	0	2
GO	6782	22	97	0	0
GO	6783	22	97	0	0
GO	6790	22	97	0	0
GO	6791	21	44	1	53
GO	6793	22	97	0	0
GO	6796	22	97	0	0
GO	6797	22	44	0	53
GO	6798	22	44	0	53
GO	6799	20	43	2	54
GO	6801	22	96	0	1
GO	6805	0	7	22	90
GO	6807	22	97	0	0
GO	6808	22	97	0	0
GO	6810	22	97	0	0
GO	6811	22	97	0	0
GO	6812	22	97	0	0
GO	6813	22	97	0	0
GO	6814	22	97	0	0
GO	6816	0	61	22	36
GO	6817	22	97	0	0
GO	6820	22	97	0	0
GO	6821	0	2	22	95
GO	6824	22	96	0	1
GO	6825	22	63	0	34
GO	6826	22	97	0	0
GO	6828	0	3	22	94
GO	6829	22	97	0	0
GO	6833	22	50	0	47
GO	6835	22	97	0	0
GO	6836	22	63	0	34
GO	6839	0	1	22	96
GO	6846	22	81	0	16
GO	6855	22	97	0	0
GO	6857	22	97	0	0
GO	6863	0	13	22	84
GO	6865	22	97	0	0
GO	6869	22	97	0	0
GO	6873	22	97	0	0
GO	6874	1	61	21	36
GO	6875	22	97	0	0
GO	6876	22	97	0	0
GO	6878	2	0	20	97
GO	6879	22	97	0	0
GO	6880	22	64	0	33
GO	6882	22	97	0	0
GO	6883	22	94	0	3
GO	6884	22	97	0	0
GO	6885	22	97	0	0
GO	6886	22	97	0	0
GO	6892	0	1	22	96
GO	6896	0	1	22	96
GO	6897	0	1	22	96
GO	6906	0	1	22	96
GO	6913	0	1	22	96
GO	6915	0	1	22	96
GO	6928	22	97	0	0
GO	6935	22	97	0	0
GO	6950	22	97	0	0
GO	6952	22	97	0	0
GO	6955	0	2	22	95
GO	6959	0	1	22	96
GO	6967	0	1	22	96
GO	6970	22	97	0	0
GO	6972	22	97	0	0
GO	6974	22	97	0	0
GO	6979	22	97	0	0
GO	6986	22	97	0	0
GO	6995	21	94	1	3
GO	6996	22	97	0	0
GO	7005	0	1	22	96
GO	7006	0	1	22	96
GO	7007	0	1	22	96
GO	7010	0	3	22	94
GO	7015	0	3	22	94
GO	7034	0	1	22	96
GO	7041	0	1	22	96
GO	7049	22	97	0	0
GO	7059	22	97	0	0
GO	7062	22	97	0	0
GO	7154	22	97	0	0
GO	7155	22	97	0	0
GO	7163	22	96	0	1
GO	7165	22	97	0	0
GO	7166	0	1	22	96
GO	7167	0	1	22	96
GO	7178	0	1	22	96
GO	7204	0	1	22	96
GO	7231	22	96	0	1
GO	7249	0	1	22	96
GO	7267	22	97	0	0
GO	7275	0	2	22	95
GO	7276	0	1	22	96
GO	7281	0	1	22	96
GO	7292	0	1	22	96
GO	7346	22	97	0	0
GO	7399	0	1	22	96
GO	7417	0	1	22	96
GO	7420	0	1	22	96
GO	7530	0	1	22	96
GO	7548	0	1	22	96
GO	7568	0	2	22	95
GO	7584	22	96	0	1
GO	8022	18	42	4	55
GO	8026	22	97	0	0
GO	8028	22	87	0	10
GO	8033	22	97	0	0
GO	8047	22	97	0	0
GO	8061	21	33	1	64
GO	8073	22	97	0	0
GO	8079	22	97	0	0
GO	8080	22	97	0	0
GO	8081	22	97	0	0
GO	8094	22	97	0	0
GO	8097	22	96	0	1
GO	8104	22	97	0	0
GO	8106	0	17	22	80
GO	8108	0	46	22	51
GO	8119	22	95	0	2
GO	8127	21	54	1	43
GO	8134	22	95	0	2
GO	8135	22	97	0	0
GO	8137	22	97	0	0
GO	8138	21	97	1	0
GO	8143	22	97	0	0
GO	8144	22	97	0	0
GO	8150	22	97	0	0
GO	8152	22	97	0	0
GO	8154	0	3	22	94
GO	8156	22	97	0	0
GO	8168	22	97	0	0
GO	8169	22	97	0	0
GO	8170	22	97	0	0
GO	8171	22	97	0	0
GO	8172	22	97	0	0
GO	8173	22	97	0	0
GO	8175	22	97	0	0
GO	8176	22	97	0	0
GO	8177	22	96	0	1
GO	8186	22	97	0	0
GO	8194	22	97	0	0
GO	8198	22	97	0	0
GO	8199	22	97	0	0
GO	8213	22	97	0	0
GO	8214	19	19	3	78
GO	8216	21	47	1	50
GO	8219	22	97	0	0
GO	8233	22	97	0	0
GO	8234	22	96	0	1
GO	8235	22	97	0	0
GO	8236	22	97	0	0
GO	8237	22	97	0	0
GO	8238	22	97	0	0
GO	8239	22	96	0	1
GO	8242	22	95	0	2
GO	8252	22	97	0	0
GO	8253	22	97	0	0
GO	8254	22	97	0	0
GO	8270	22	97	0	0
GO	8271	22	96	0	1
GO	8272	22	97	0	0
GO	8273	0	61	22	36
GO	8276	22	97	0	0
GO	8284	0	1	22	96
GO	8289	22	97	0	0
GO	8295	21	47	1	50
GO	8296	22	97	0	0
GO	8297	22	97	0	0
GO	8299	22	97	0	0
GO	8301	22	97	0	0
GO	8310	22	97	0	0
GO	8312	21	95	1	2
GO	8320	22	97	0	0
GO	8324	22	97	0	0
GO	8340	0	1	22	96
GO	8360	22	97	0	0
GO	8361	22	97	0	0
GO	8374	22	97	0	0
GO	8375	22	97	0	0
GO	8378	0	1	22	96
GO	8379	22	60	0	37
GO	8380	21	94	1	3
GO	8381	22	97	0	0
GO	8406	0	1	22	96
GO	8408	22	97	0	0
GO	8409	22	97	0	0
GO	8412	22	97	0	0
GO	8413	22	96	0	1
GO	8417	2	0	20	97
GO	8425	22	97	0	0
GO	8428	22	97	0	0
GO	8441	21	81	1	16
GO	8444	22	96	0	1
GO	8446	4	15	18	82
GO	8448	18	5	4	92
GO	8452	0	1	22	96
GO	8460	22	80	0	17
GO	8463	22	96	0	1
GO	8477	22	97	0	0
GO	8478	0	15	22	82
GO	8479	22	96	0	1
GO	8483	22	97	0	0
GO	8484	0	2	22	95
GO	8490	2	15	20	82
GO	8494	22	89	0	8
GO	8495	22	97	0	0
GO	8509	22	97	0	0
GO	8512	22	96	0	1
GO	8514	22	97	0	0
GO	8519	22	97	0	0
GO	8531	22	97	0	0
GO	8534	22	97	0	0
GO	8551	0	2	22	95
GO	8553	0	1	22	96
GO	8556	0	12	22	85
GO	8565	22	97	0	0
GO	8585	0	1	22	96
GO	8592	0	1	22	96
GO	8610	22	97	0	0
GO	8614	22	97	0	0
GO	8615	22	97	0	0
GO	8616	22	97	0	0
GO	8617	0	34	22	63
GO	8630	0	1	22	96
GO	8643	22	97	0	0
GO	8645	18	12	4	85
GO	8649	22	97	0	0
GO	8650	22	97	0	0
GO	8652	22	97	0	0
GO	8653	22	97	0	0
GO	8654	22	97	0	0
GO	8655	22	97	0	0
GO	8657	22	96	0	1
GO	8658	22	97	0	0
GO	8661	22	96	0	1
GO	8663	22	92	0	5
GO	8666	22	97	0	0
GO	8671	0	8	22	89
GO	8675	21	96	1	1
GO	8676	22	97	0	0
GO	8677	22	96	0	1
GO	8681	22	96	0	1
GO	8682	22	97	0	0
GO	8683	22	94	0	3
GO	8685	22	97	0	0
GO	8686	22	95	0	2
GO	8689	22	97	0	0
GO	8692	22	97	0	0
GO	8693	22	97	0	0
GO	8694	22	97	0	0
GO	8696	22	97	0	0
GO	8700	21	96	1	1
GO	8701	0	3	22	94
GO	8703	22	97	0	0
GO	8705	22	96	0	1
GO	8710	22	97	0	0
GO	8712	0	34	22	63
GO	8713	22	97	0	0
GO	8715	0	1	22	96
GO	8716	22	96	0	1
GO	8718	0	3	22	94
GO	8719	22	74	0	23
GO	8720	22	93	0	4
GO	8721	0	5	22	92
GO	8728	22	97	0	0
GO	8732	22	96	0	1
GO	8733	18	12	4	85
GO	8734	22	97	0	0
GO	8735	0	19	22	78
GO	8741	18	12	4	85
GO	8742	18	12	4	85
GO	8743	22	97	0	0
GO	8745	22	97	0	0
GO	8746	22	54	0	43
GO	8750	22	54	0	43
GO	8753	0	1	22	96
GO	8756	22	95	0	2
GO	8757	22	97	0	0
GO	8758	22	97	0	0
GO	8759	22	97	0	0
GO	8760	21	97	1	0
GO	8761	2	13	20	84
GO	8762	22	97	0	0
GO	8763	22	97	0	0
GO	8764	22	97	0	0
GO	8765	22	97	0	0
GO	8766	22	97	0	0
GO	8767	0	7	22	90
GO	8768	20	82	2	15
GO	8770	22	96	0	1
GO	8773	22	97	0	0
GO	8774	22	95	0	2
GO	8776	22	97	0	0
GO	8777	0	62	22	35
GO	8780	21	96	1	1
GO	8781	22	97	0	0
GO	8782	22	97	0	0
GO	8783	0	61	22	36
GO	8784	22	97	0	0
GO	8785	22	96	0	1
GO	8792	22	97	0	0
GO	8794	0	3	22	94
GO	8795	21	95	1	2
GO	8796	21	97	1	0
GO	8797	0	43	22	54
GO	8798	0	1	22	96
GO	8800	22	29	0	68
GO	8801	18	14	4	83
GO	8802	0	62	22	35
GO	8803	21	97	1	0
GO	8804	0	4	22	93
GO	8808	8	65	14	32
GO	8809	0	20	22	77
GO	8810	0	1	22	96
GO	8813	22	97	0	0
GO	8817	22	96	0	1
GO	8818	22	71	0	26
GO	8819	21	90	1	7
GO	8820	21	90	1	7
GO	8821	22	97	0	0
GO	8824	0	5	22	92
GO	8825	0	1	22	96
GO	8829	22	66	0	31
GO	8830	22	66	0	31
GO	8832	22	97	0	0
GO	8833	0	35	22	62
GO	8834	22	96	0	1
GO	8835	22	97	0	0
GO	8836	21	97	1	0
GO	8837	22	96	0	1
GO	8838	0	7	22	90
GO	8839	21	97	1	0
GO	8840	22	97	0	0
GO	8841	22	97	0	0
GO	8843	0	1	22	96
GO	8852	22	97	0	0
GO	8853	22	97	0	0
GO	8854	22	97	0	0
GO	8855	22	97	0	0
GO	8861	22	96	0	1
GO	8864	21	91	1	6
GO	8879	20	47	2	50
GO	8881	22	97	0	0
GO	8882	22	97	0	0
GO	8883	22	96	0	1
GO	8884	0	1	22	96
GO	8885	0	1	22	96
GO	8888	0	7	22	90
GO	8892	0	6	22	91
GO	8893	22	97	0	0
GO	8894	22	96	0	1
GO	8897	22	95	0	2
GO	8899	22	96	0	1
GO	8902	0	16	22	81
GO	8905	0	5	22	92
GO	8907	22	97	0	0
GO	8909	21	95	1	2
GO	8914	21	96	1	1
GO	8915	22	96	0	1
GO	8920	22	97	0	0
GO	8921	0	1	22	96
GO	8923	1	2	21	95
GO	8924	0	1	22	96
GO	8925	0	3	22	94
GO	8928	0	5	22	92
GO	8930	22	97	0	0
GO	8932	22	97	0	0
GO	8933	22	97	0	0
GO	8934	22	96	0	1
GO	8935	22	95	0	2
GO	8939	22	95	0	2
GO	8940	22	97	0	0
GO	8941	8	50	14	47
GO	8942	0	1	22	96
GO	8946	22	97	0	0
GO	8948	22	97	0	0
GO	8951	0	7	22	90
GO	8955	22	97	0	0
GO	8959	22	96	0	1
GO	8961	22	36	0	61
GO	8962	22	96	0	1
GO	8963	22	97	0	0
GO	8964	22	96	0	1
GO	8965	22	97	0	0
GO	8966	22	97	0	0
GO	8967	22	97	0	0
GO	8968	0	3	22	94
GO	8973	22	95	0	2
GO	8976	20	43	2	54
GO	8977	22	96	0	1
GO	8979	10	17	12	80
GO	8982	22	95	0	2
GO	8983	18	42	4	55
GO	8984	22	95	0	2
GO	8986	20	97	2	0
GO	8987	22	97	0	0
GO	8988	22	97	0	0
GO	8989	22	96	0	1
GO	8990	22	97	0	0
GO	8995	21	95	1	2
GO	8996	22	97	0	0
GO	8997	22	97	0	0
GO	8998	22	97	0	0
GO	8999	21	97	1	0
GO	9000	22	97	0	0
GO	9002	22	97	0	0
GO	9007	22	97	0	0
GO	9008	22	97	0	0
GO	9009	22	97	0	0
GO	9011	22	75	0	22
GO	9014	22	97	0	0
GO	9015	22	96	0	1
GO	9016	22	96	0	1
GO	9017	22	97	0	0
GO	9019	22	96	0	1
GO	9020	0	65	22	32
GO	9022	22	96	0	1
GO	9026	0	2	22	95
GO	9029	22	97	0	0
GO	9030	21	97	1	0
GO	9032	22	97	0	0
GO	9033	22	62	0	35
GO	9036	22	96	0	1
GO	9037	22	97	0	0
GO	9039	0	2	22	95
GO	9041	22	97	0	0
GO	9042	0	26	22	71
GO	9045	0	9	22	88
GO	9052	22	97	0	0
GO	9055	22	97	0	0
GO	9056	22	97	0	0
GO	9057	22	97	0	0
GO	9058	22	97	0	0
GO	9059	22	97	0	0
GO	9060	22	97	0	0
GO	9061	22	97	0	0
GO	9062	22	97	0	0
GO	9063	22	97	0	0
GO	9064	22	97	0	0
GO	9065	22	97	0	0
GO	9066	22	97	0	0
GO	9067	22	97	0	0
GO	9068	22	97	0	0
GO	9069	22	97	0	0
GO	9070	22	97	0	0
GO	9071	22	97	0	0
GO	9072	22	97	0	0
GO	9073	22	97	0	0
GO	9074	22	96	0	1
GO	9078	22	97	0	0
GO	9079	22	95	0	2
GO	9080	22	97	0	0
GO	9081	22	97	0	0
GO	9082	22	97	0	0
GO	9084	22	97	0	0
GO	9085	22	97	0	0
GO	9086	22	97	0	0
GO	9088	22	97	0	0
GO	9089	22	97	0	0
GO	9090	22	97	0	0
GO	9092	22	97	0	0
GO	9093	22	97	0	0
GO	9094	22	97	0	0
GO	9095	22	97	0	0
GO	9097	22	97	0	0
GO	9098	22	97	0	0
GO	9099	22	96	0	1
GO	9100	22	97	0	0
GO	9101	22	97	0	0
GO	9102	22	97	0	0
GO	9103	22	97	0	0
GO	9106	22	97	0	0
GO	9107	22	97	0	0
GO	9108	22	97	0	0
GO	9110	22	97	0	0
GO	9112	22	97	0	0
GO	9113	22	97	0	0
GO	9114	0	7	22	90
GO	9116	22	97	0	0
GO	9117	22	97	0	0
GO	9119	22	97	0	0
GO	9120	22	97	0	0
GO	9123	22	97	0	0
GO	9124	22	97	0	0
GO	9125	22	97	0	0
GO	9126	22	97	0	0
GO	9127	22	97	0	0
GO	9129	22	97	0	0
GO	9130	22	97	0	0
GO	9131	22	97	0	0
GO	9132	22	97	0	0
GO	9133	22	97	0	0
GO	9135	22	97	0	0
GO	9136	21	96	1	1
GO	9138	22	96	0	1
GO	9139	22	96	0	1
GO	9141	22	97	0	0
GO	9142	22	97	0	0
GO	9143	22	97	0	0
GO	9144	22	97	0	0
GO	9145	22	97	0	0
GO	9146	22	97	0	0
GO	9147	22	97	0	0
GO	9148	22	97	0	0
GO	9149	22	97	0	0
GO	9150	22	97	0	0
GO	9151	22	97	0	0
GO	9152	22	97	0	0
GO	9155	22	97	0	0
GO	9156	22	97	0	0
GO	9157	22	97	0	0
GO	9158	22	97	0	0
GO	9161	22	97	0	0
GO	9162	22	97	0	0
GO	9163	22	97	0	0
GO	9164	22	97	0	0
GO	9165	22	97	0	0
GO	9166	22	97	0	0
GO	9167	22	97	0	0
GO	9168	22	97	0	0
GO	9173	22	97	0	0
GO	9174	22	97	0	0
GO	9175	22	97	0	0
GO	9176	22	96	0	1
GO	9177	22	96	0	1
GO	9179	22	97	0	0
GO	9180	21	96	1	1
GO	9185	22	97	0	0
GO	9186	22	96	0	1
GO	9187	22	94	0	3
GO	9188	21	96	1	1
GO	9189	22	96	0	1
GO	9190	22	94	0	3
GO	9196	22	96	0	1
GO	9197	22	96	0	1
GO	9199	22	97	0	0
GO	9200	22	97	0	0
GO	9201	22	97	0	0
GO	9202	22	96	0	1
GO	9203	22	97	0	0
GO	9204	22	97	0	0
GO	9205	22	97	0	0
GO	9206	22	97	0	0
GO	9208	22	97	0	0
GO	9209	22	97	0	0
GO	9210	22	97	0	0
GO	9211	22	97	0	0
GO	9212	22	96	0	1
GO	9213	22	97	0	0
GO	9214	22	6	0	91
GO	9215	22	97	0	0
GO	9217	22	97	0	0
GO	9218	22	97	0	0
GO	9219	22	97	0	0
GO	9220	22	97	0	0
GO	9221	22	97	0	0
GO	9222	22	97	0	0
GO	9223	22	97	0	0
GO	9224	22	97	0	0
GO	9225	22	97	0	0
GO	9226	22	97	0	0
GO	9228	22	97	0	0
GO	9229	21	97	1	0
GO	9231	22	97	0	0
GO	9233	22	97	0	0
GO	9234	22	97	0	0
GO	9235	22	97	0	0
GO	9236	22	97	0	0
GO	9237	0	1	22	96
GO	9238	0	1	22	96
GO	9239	0	1	22	96
GO	9240	22	97	0	0
GO	9242	3	30	19	67
GO	9243	2	19	20	78
GO	9244	22	97	0	0
GO	9245	22	97	0	0
GO	9246	11	32	11	65
GO	9247	22	97	0	0
GO	9249	22	97	0	0
GO	9250	22	97	0	0
GO	9251	0	30	22	67
GO	9252	22	97	0	0
GO	9253	22	97	0	0
GO	9254	22	97	0	0
GO	9256	22	96	0	1
GO	9257	22	96	0	1
GO	9259	22	97	0	0
GO	9260	22	97	0	0
GO	9261	22	97	0	0
GO	9262	22	97	0	0
GO	9263	22	97	0	0
GO	9264	22	97	0	0
GO	9265	22	97	0	0
GO	9266	22	97	0	0
GO	9267	22	97	0	0
GO	9268	22	97	0	0
GO	9271	21	97	1	0
GO	9272	0	2	22	95
GO	9273	22	97	0	0
GO	9274	22	97	0	0
GO	9276	22	97	0	0
GO	9279	22	97	0	0
GO	9288	22	97	0	0
GO	9289	14	50	8	47
GO	9292	0	4	22	93
GO	9294	0	4	22	93
GO	9295	22	97	0	0
GO	9297	22	97	0	0
GO	9305	22	97	0	0
GO	9306	22	97	0	0
GO	9308	22	97	0	0
GO	9309	22	97	0	0
GO	9310	0	19	22	78
GO	9311	22	97	0	0
GO	9312	22	97	0	0
GO	9313	0	28	22	69
GO	9314	22	97	0	0
GO	9316	22	96	0	1
GO	9318	22	97	0	0
GO	9319	21	56	1	41
GO	9321	22	96	0	1
GO	9322	22	62	0	35
GO	9324	0	3	22	94
GO	9325	22	86	0	11
GO	9326	22	35	0	62
GO	9328	22	95	0	2
GO	9330	22	97	0	0
GO	9331	0	4	22	93
GO	9333	22	97	0	0
GO	9337	22	97	0	0
GO	9338	22	97	0	0
GO	9344	0	1	22	96
GO	9350	0	1	22	96
GO	9355	19	78	3	19
GO	9358	20	43	2	54
GO	9360	22	97	0	0
GO	9361	22	96	0	1
GO	9366	0	1	22	96
GO	9372	22	97	0	0
GO	9374	22	97	0	0
GO	9376	22	97	0	0
GO	9378	22	97	0	0
GO	9379	22	97	0	0
GO	9380	22	97	0	0
GO	9381	22	97	0	0
GO	9382	22	97	0	0
GO	9383	22	97	0	0
GO	9384	0	5	22	92
GO	9392	22	97	0	0
GO	9394	22	97	0	0
GO	9395	0	1	22	96
GO	9396	22	97	0	0
GO	9401	22	97	0	0
GO	9403	22	97	0	0
GO	9404	22	97	0	0
GO	9405	22	97	0	0
GO	9407	22	94	0	3
GO	9408	22	97	0	0
GO	9409	22	97	0	0
GO	9410	21	95	1	2
GO	9411	22	97	0	0
GO	9415	0	4	22	93
GO	9416	22	97	0	0
GO	9420	22	95	0	2
GO	9421	22	95	0	2
GO	9423	22	97	0	0
GO	9424	22	97	0	0
GO	9425	22	97	0	0
GO	9432	22	97	0	0
GO	9435	22	97	0	0
GO	9436	0	37	22	60
GO	9437	0	22	22	75
GO	9438	22	97	0	0
GO	9439	0	8	22	89
GO	9440	0	8	22	89
GO	9442	0	3	22	94
GO	9443	22	97	0	0
GO	9445	22	97	0	0
GO	9446	22	97	0	0
GO	9447	0	2	22	95
GO	9448	22	53	0	44
GO	9450	22	53	0	44
GO	9451	22	97	0	0
GO	9486	21	56	1	41
GO	9507	0	1	22	96
GO	9532	0	1	22	96
GO	9536	0	1	22	96
GO	9547	0	1	22	96
GO	9570	0	1	22	96
GO	9593	0	1	22	96
GO	9597	0	7	22	90
GO	9605	22	97	0	0
GO	9607	22	97	0	0
GO	9615	22	97	0	0
GO	9617	0	2	22	95
GO	9620	0	1	22	96
GO	9628	22	97	0	0
GO	9635	0	4	22	93
GO	9636	22	97	0	0
GO	9651	22	97	0	0
GO	9653	1	4	21	93
GO	9675	22	96	0	1
GO	9712	0	1	22	96
GO	9713	0	1	22	96
GO	9719	22	97	0	0
GO	9725	0	1	22	96
GO	9737	0	1	22	96
GO	9738	0	1	22	96
GO	9755	0	1	22	96
GO	9787	0	1	22	96
GO	9788	0	1	22	96
GO	9790	0	1	22	96
GO	9847	0	1	22	96
GO	9850	0	2	22	95
GO	9852	0	2	22	95
GO	9888	0	1	22	96
GO	9889	22	97	0	0
GO	9890	22	97	0	0
GO	9891	22	97	0	0
GO	9892	22	97	0	0
GO	9893	22	97	0	0
GO	9894	22	97	0	0
GO	9895	22	97	0	0
GO	9896	22	97	0	0
GO	9897	22	97	0	0
GO	9898	22	97	0	0
GO	9927	21	97	1	0
GO	9966	0	2	22	95
GO	9967	0	1	22	96
GO	9968	0	1	22	96
GO	9970	22	96	0	1
GO	9972	22	96	0	1
GO	9975	22	94	0	3
GO	9977	22	97	0	0
GO	9982	22	97	0	0
GO	9986	22	97	0	0
GO	9987	22	97	0	0
GO	9991	22	97	0	0
GO	9992	22	95	0	2
GO	10008	0	1	22	96
GO	10033	22	97	0	0
GO	10035	22	97	0	0
GO	10038	22	97	0	0
GO	10039	22	78	0	19
GO	10041	0	3	22	94
GO	10043	0	6	22	91
GO	10106	22	97	0	0
GO	10124	0	2	22	95
GO	10139	22	83	0	14
GO	10165	22	97	0	0
GO	10167	22	95	0	2
GO	10181	22	97	0	0
GO	10212	22	97	0	0
GO	10225	0	1	22	96
GO	10226	22	97	0	0
GO	10243	22	97	0	0
GO	10257	0	1	22	96
GO	10259	0	1	22	96
GO	10272	22	65	0	32
GO	10273	22	59	0	38
GO	10312	0	2	22	95
GO	10326	0	10	22	87
GO	10332	22	97	0	0
GO	10340	22	97	0	0
GO	10350	22	29	0	68
GO	10383	0	2	22	95
GO	10385	22	96	0	1
GO	10447	2	15	20	82
GO	10466	22	91	0	6
GO	10467	22	97	0	0
GO	10468	22	97	0	0
GO	10469	0	1	22	96
GO	10487	0	16	22	81
GO	10498	22	96	0	1
GO	10499	1	0	21	97
GO	10501	22	97	0	0
GO	10528	21	97	1	0
GO	10556	22	97	0	0
GO	10557	22	97	0	0
GO	10558	22	97	0	0
GO	10562	22	97	0	0
GO	10563	22	97	0	0
GO	10564	22	97	0	0
GO	10565	22	97	0	0
GO	10604	22	97	0	0
GO	10605	22	97	0	0
GO	10608	22	97	0	0
GO	10628	22	97	0	0
GO	10629	22	97	0	0
GO	10639	22	96	0	1
GO	10646	0	2	22	95
GO	10647	0	1	22	96
GO	10648	0	1	22	96
GO	10675	22	97	0	0
GO	10676	22	95	0	2
GO	10677	22	94	0	3
GO	10699	22	97	0	0
GO	10755	0	43	22	54
GO	10756	0	43	22	54
GO	10810	22	97	0	0
GO	10817	0	2	22	95
GO	10876	22	97	0	0
GO	10906	22	97	0	0
GO	10907	22	95	0	2
GO	10911	22	96	0	1
GO	10921	1	27	21	70
GO	10941	0	1	22	96
GO	10948	22	97	0	0
GO	10951	22	91	0	6
GO	10954	0	43	22	54
GO	10958	22	96	0	1
GO	10962	22	94	0	3
GO	10966	22	97	0	0
GO	10974	22	97	0	0
GO	10981	0	1	22	96
GO	12501	22	97	0	0
GO	12505	1	1	21	96
GO	14070	22	97	0	0
GO	15002	21	58	1	39
GO	15020	0	1	22	96
GO	15031	22	97	0	0
GO	15035	22	97	0	0
GO	15036	22	97	0	0
GO	15037	22	96	0	1
GO	15038	22	96	0	1
GO	15044	0	35	22	62
GO	15046	0	1	22	96
GO	15074	22	97	0	0
GO	15075	22	97	0	0
GO	15077	22	97	0	0
GO	15078	22	97	0	0
GO	15079	22	97	0	0
GO	15080	22	59	0	38
GO	15081	22	97	0	0
GO	15085	0	61	22	36
GO	15086	22	97	0	0
GO	15087	22	96	0	1
GO	15093	22	97	0	0
GO	15094	0	2	22	95
GO	15095	22	96	0	1
GO	15098	22	27	0	70
GO	15099	22	96	0	1
GO	15101	22	97	0	0
GO	15103	22	97	0	0
GO	15104	2	15	20	82
GO	15105	2	15	20	82
GO	15114	22	97	0	0
GO	15116	22	97	0	0
GO	15123	22	81	0	16
GO	15128	0	4	22	93
GO	15133	0	1	22	96
GO	15134	0	1	22	96
GO	15138	22	90	0	7
GO	15141	22	90	0	7
GO	15144	22	97	0	0
GO	15145	18	28	4	69
GO	15146	0	17	22	80
GO	15148	0	5	22	92
GO	15171	22	97	0	0
GO	15172	22	61	0	36
GO	15173	22	97	0	0
GO	15174	0	13	22	84
GO	15175	22	97	0	0
GO	15179	22	97	0	0
GO	15181	0	12	22	85
GO	15183	22	61	0	36
GO	15184	21	44	1	53
GO	15188	0	1	22	96
GO	15189	0	1	22	96
GO	15190	0	2	22	95
GO	15191	22	91	0	6
GO	15192	0	6	22	91
GO	15195	0	18	22	79
GO	15196	22	97	0	0
GO	15199	0	3	22	94
GO	15203	22	97	0	0
GO	15205	22	95	0	2
GO	15207	0	8	22	89
GO	15210	22	94	0	3
GO	15212	0	1	22	96
GO	15213	0	1	22	96
GO	15214	0	1	22	96
GO	15220	0	3	22	94
GO	15221	22	97	0	0
GO	15226	0	17	22	80
GO	15232	21	94	1	3
GO	15233	0	19	22	78
GO	15238	22	97	0	0
GO	15250	22	50	0	47
GO	15267	22	97	0	0
GO	15288	22	97	0	0
GO	15291	22	97	0	0
GO	15292	0	3	22	94
GO	15293	22	97	0	0
GO	15294	22	97	0	0
GO	15295	22	97	0	0
GO	15296	22	96	0	1
GO	15297	22	97	0	0
GO	15298	22	97	0	0
GO	15299	22	97	0	0
GO	15307	0	3	22	94
GO	15318	22	97	0	0
GO	15333	22	45	0	52
GO	15341	22	97	0	0
