GO_term term CLIN1_Pr NOCLIN_Pr CLIN1_Abs NOCLIN_Abs
GO 6522 23 97 0 0
GO 6523 23 95 0 2
GO 6524 23 97 0 0
GO 6525 23 97 0 0
GO 6526 23 97 0 0
GO 6527 23 97 0 0
GO 6528 23 97 0 0
GO 6529 23 96 0 1
GO 6530 23 95 0 2
GO 6531 23 97 0 0
GO 6532 0 41 23 56
GO 6534 23 97 0 0
GO 6535 23 97 0 0
GO 6536 23 97 0 0
GO 6537 23 97 0 0
GO 6541 23 97 0 0
GO 6542 23 97 0 0
GO 6543 23 94 0 3
GO 6544 23 97 0 0
GO 6545 23 97 0 0
GO 6546 23 97 0 0
GO 6547 23 97 0 0
GO 6548 23 93 0 4
GO 6549 23 97 0 0
GO 6551 23 97 0 0
GO 6553 23 97 0 0
GO 6554 23 54 0 43
GO 6555 23 97 0 0
GO 6556 23 97 0 0
GO 6558 23 97 0 0
GO 6559 23 96 0 1
GO 6560 23 97 0 0
GO 6561 23 97 0 0
GO 6563 23 97 0 0
GO 6564 23 97 0 0
GO 6565 23 96 0 1
GO 6566 23 97 0 0
GO 6567 23 97 0 0
GO 6568 23 97 0 0
GO 6569 22 17 1 80
GO 6570 23 97 0 0
GO 6571 23 97 0 0
GO 6572 23 95 0 2
GO 6573 23 97 0 0
GO 6575 23 97 0 0
GO 6576 23 97 0 0
GO 6577 23 70 0 27
GO 6578 21 62 2 35
GO 6579 22 20 1 77
GO 6586 23 97 0 0
GO 6591 23 97 0 0
GO 6595 23 97 0 0
GO 6596 23 97 0 0
GO 6598 21 5 2 92
GO 6605 23 97 0 0
GO 6606 0 1 23 96
GO 6612 23 97 0 0
GO 6613 23 97 0 0
GO 6614 23 97 0 0
GO 6616 23 97 0 0
GO 6629 23 97 0 0
GO 6631 23 97 0 0
GO 6633 23 97 0 0
GO 6635 23 97 0 0
GO 6637 23 97 0 0
GO 6643 23 97 0 0
GO 6644 23 97 0 0
GO 6650 23 97 0 0
GO 6655 23 97 0 0
GO 6664 23 97 0 0
GO 6665 0 1 23 96
GO 6672 0 1 23 96
GO 6687 0 1 23 96
GO 6689 0 1 23 96
GO 6720 23 97 0 0
GO 6721 23 97 0 0
GO 6725 23 97 0 0
GO 6729 23 97 0 0
GO 6730 23 97 0 0
GO 6732 23 97 0 0
GO 6733 23 97 0 0
GO 6734 23 97 0 0
GO 6739 23 97 0 0
GO 6740 23 54 0 43
GO 6741 23 96 0 1
GO 6743 23 97 0 0
GO 6744 23 97 0 0
GO 6749 23 97 0 0
GO 6750 23 97 0 0
GO 6753 23 97 0 0
GO 6754 23 97 0 0
GO 6757 23 97 0 0
GO 6760 23 97 0 0
GO 6761 23 97 0 0
GO 6766 23 97 0 0
GO 6767 23 97 0 0
GO 6768 23 97 0 0
GO 6771 23 97 0 0
GO 6772 23 97 0 0
GO 6775 23 97 0 0
GO 6777 23 97 0 0
GO 6778 23 97 0 0
GO 6779 23 97 0 0
GO 6780 23 95 0 2
GO 6782 23 97 0 0
GO 6783 23 97 0 0
GO 6790 23 97 0 0
GO 6791 23 44 0 53
GO 6793 23 97 0 0
GO 6796 23 97 0 0
GO 6797 23 44 0 53
GO 6798 23 44 0 53
GO 6799 23 43 0 54
GO 6801 23 96 0 1
GO 6805 21 7 2 90
GO 6807 23 97 0 0
GO 6808 23 97 0 0
GO 6810 23 97 0 0
GO 6811 23 97 0 0
GO 6812 23 97 0 0
GO 6813 23 97 0 0
GO 6814 23 97 0 0
GO 6816 16 61 7 36
GO 6817 23 97 0 0
GO 6820 23 97 0 0
GO 6821 0 2 23 95
GO 6824 23 96 0 1
GO 6825 23 63 0 34
GO 6826 23 97 0 0
GO 6828 0 3 23 94
GO 6829 23 97 0 0
GO 6833 18 50 5 47
GO 6835 23 97 0 0
GO 6836 23 63 0 34
GO 6839 1 1 22 96
GO 6846 2 81 21 16
GO 6855 23 97 0 0
GO 6857 23 97 0 0
GO 6863 0 13 23 84
GO 6865 23 97 0 0
GO 6869 23 97 0 0
GO 6873 23 97 0 0
GO 6874 17 61 6 36
GO 6875 23 97 0 0
GO 6876 23 97 0 0
GO 6878 1 0 22 97
GO 6879 23 97 0 0
GO 6880 23 64 0 33
GO 6882 23 97 0 0
GO 6883 23 94 0 3
GO 6884 23 97 0 0
GO 6885 23 97 0 0
GO 6886 23 97 0 0
GO 6892 0 1 23 96
GO 6896 0 1 23 96
GO 6897 0 1 23 96
GO 6906 0 1 23 96
GO 6913 0 1 23 96
GO 6915 0 1 23 96
GO 6928 23 97 0 0
GO 6935 23 97 0 0
GO 6950 23 97 0 0
GO 6952 23 97 0 0
GO 6955 0 2 23 95
GO 6959 0 1 23 96
GO 6967 0 1 23 96
GO 6970 23 97 0 0
GO 6972 23 97 0 0
GO 6974 23 97 0 0
GO 6979 23 97 0 0
GO 6986 23 97 0 0
GO 6995 23 94 0 3
GO 6996 23 97 0 0
GO 7005 1 1 22 96
GO 7006 1 1 22 96
GO 7007 1 1 22 96
GO 7010 12 3 11 94
GO 7015 12 3 11 94
GO 7034 0 1 23 96
GO 7041 0 1 23 96
GO 7049 23 97 0 0
GO 7059 23 97 0 0
GO 7062 23 97 0 0
GO 7154 23 97 0 0
GO 7155 23 97 0 0
GO 7163 23 96 0 1
GO 7165 23 97 0 0
GO 7166 0 1 23 96
GO 7167 0 1 23 96
GO 7178 0 1 23 96
GO 7204 0 1 23 96
GO 7231 23 96 0 1
GO 7249 0 1 23 96
GO 7267 23 97 0 0
GO 7275 1 2 22 95
GO 7276 0 1 23 96
GO 7281 0 1 23 96
GO 7292 0 1 23 96
GO 7346 23 97 0 0
GO 7399 1 1 22 96
GO 7417 1 1 22 96
GO 7420 1 1 22 96
GO 7530 0 1 23 96
GO 7548 0 1 23 96
GO 7568 1 2 22 95
GO 7584 23 96 0 1
GO 8022 23 42 0 55
GO 8026 23 97 0 0
GO 8028 22 87 1 10
GO 8033 23 97 0 0
GO 8047 23 97 0 0
GO 8061 16 33 7 64
GO 8073 23 97 0 0
GO 8079 23 97 0 0
GO 8080 23 97 0 0
GO 8081 23 97 0 0
GO 8094 23 97 0 0
GO 8097 23 96 0 1
GO 8104 23 97 0 0
GO 8106 1 17 22 80
GO 8108 1 46 22 51
GO 8119 23 95 0 2
GO 8127 22 54 1 43
GO 8134 23 95 0 2
GO 8135 23 97 0 0
GO 8137 23 97 0 0
GO 8138 22 97 1 0
GO 8143 23 97 0 0
GO 8144 23 97 0 0
GO 8150 23 97 0 0
GO 8152 23 97 0 0
GO 8154 12 3 11 94
GO 8156 23 97 0 0
GO 8168 23 97 0 0
GO 8169 23 97 0 0
GO 8170 23 97 0 0
GO 8171 23 97 0 0
GO 8172 23 97 0 0
GO 8173 23 97 0 0
GO 8175 23 97 0 0
GO 8176 23 97 0 0
GO 8177 23 96 0 1
GO 8186 23 97 0 0
GO 8194 23 97 0 0
GO 8198 23 97 0 0
GO 8199 23 97 0 0
GO 8213 23 97 0 0
GO 8214 1 19 22 78
GO 8216 23 47 0 50
GO 8219 23 97 0 0
GO 8233 23 97 0 0
GO 8234 23 96 0 1
GO 8235 23 97 0 0
GO 8236 23 97 0 0
GO 8237 23 97 0 0
GO 8238 23 97 0 0
GO 8239 23 96 0 1
GO 8242 23 95 0 2
GO 8252 23 97 0 0
GO 8253 23 97 0 0
GO 8254 23 97 0 0
GO 8270 23 97 0 0
GO 8271 23 96 0 1
GO 8272 23 97 0 0
GO 8273 16 61 7 36
GO 8276 23 97 0 0
GO 8284 0 1 23 96
GO 8289 23 97 0 0
GO 8295 23 47 0 50
GO 8296 23 97 0 0
GO 8297 23 97 0 0
GO 8299 23 97 0 0
GO 8301 23 97 0 0
GO 8310 23 97 0 0
GO 8312 23 95 0 2
GO 8320 23 97 0 0
GO 8324 23 97 0 0
GO 8340 1 1 22 96
GO 8360 23 97 0 0
GO 8361 23 97 0 0
GO 8374 23 97 0 0
GO 8375 23 97 0 0
GO 8378 0 1 23 96
GO 8379 23 60 0 37
GO 8380 22 94 1 3
GO 8381 23 97 0 0
GO 8406 0 1 23 96
GO 8408 23 97 0 0
GO 8409 23 97 0 0
GO 8412 23 97 0 0
GO 8413 23 96 0 1
GO 8417 0 0 23 97
GO 8425 23 97 0 0
GO 8428 23 97 0 0
GO 8441 23 81 0 16
GO 8444 23 96 0 1
GO 8446 0 15 23 82
GO 8448 21 5 2 92
GO 8452 13 1 10 96
GO 8460 12 80 11 17
GO 8463 23 96 0 1
GO 8477 23 97 0 0
GO 8478 0 15 23 82
GO 8479 23 96 0 1
GO 8483 23 97 0 0
GO 8484 0 2 23 95
GO 8490 0 15 23 82
GO 8494 22 89 1 8
GO 8495 23 97 0 0
GO 8509 23 97 0 0
GO 8512 23 96 0 1
GO 8514 23 97 0 0
GO 8519 23 97 0 0
GO 8531 23 97 0 0
GO 8534 23 97 0 0
GO 8551 21 2 2 95
GO 8553 1 1 22 96
GO 8556 16 12 7 85
GO 8565 23 97 0 0
GO 8585 0 1 23 96
GO 8592 0 1 23 96
GO 8610 23 97 0 0
GO 8614 23 97 0 0
GO 8615 23 97 0 0
GO 8616 23 97 0 0
GO 8617 1 34 22 63
GO 8630 0 1 23 96
GO 8643 23 97 0 0
GO 8645 1 12 22 85
GO 8649 23 97 0 0
GO 8650 23 97 0 0
GO 8652 23 97 0 0
GO 8653 23 97 0 0
GO 8654 23 97 0 0
GO 8655 23 97 0 0
GO 8657 23 96 0 1
GO 8658 23 97 0 0
GO 8661 23 96 0 1
GO 8663 23 92 0 5
GO 8666 23 97 0 0
GO 8671 0 8 23 89
GO 8675 23 96 0 1
GO 8676 23 97 0 0
GO 8677 22 96 1 1
GO 8681 23 96 0 1
GO 8682 23 97 0 0
GO 8683 23 94 0 3
GO 8685 23 97 0 0
GO 8686 23 95 0 2
GO 8689 23 97 0 0
GO 8692 23 97 0 0
GO 8693 23 97 0 0
GO 8694 23 97 0 0
GO 8696 23 97 0 0
GO 8700 23 96 0 1
GO 8701 0 3 23 94
GO 8703 22 97 1 0
GO 8705 23 96 0 1
GO 8710 23 97 0 0
GO 8712 7 34 16 63
GO 8713 23 97 0 0
GO 8715 0 1 23 96
GO 8716 23 96 0 1
GO 8718 0 3 23 94
GO 8719 23 74 0 23
GO 8720 23 93 0 4
GO 8721 0 5 23 92
GO 8728 23 97 0 0
GO 8732 23 96 0 1
GO 8733 1 12 22 85
GO 8734 23 97 0 0
GO 8735 22 19 1 78
GO 8741 1 12 22 85
GO 8742 1 12 22 85
GO 8743 23 97 0 0
GO 8745 23 97 0 0
GO 8746 23 54 0 43
GO 8750 23 54 0 43
GO 8753 0 1 23 96
GO 8756 23 95 0 2
GO 8757 23 97 0 0
GO 8758 23 97 0 0
GO 8759 23 97 0 0
GO 8760 23 97 0 0
GO 8761 7 13 16 84
GO 8762 23 97 0 0
GO 8763 23 97 0 0
GO 8764 23 97 0 0
GO 8765 23 97 0 0
GO 8766 23 97 0 0
GO 8767 1 7 22 90
GO 8768 22 82 1 15
GO 8770 23 96 0 1
GO 8773 23 97 0 0
GO 8774 22 95 1 2
GO 8776 23 97 0 0
GO 8777 22 62 1 35
GO 8780 23 96 0 1
GO 8781 23 97 0 0
GO 8782 23 97 0 0
GO 8783 22 61 1 36
GO 8784 23 97 0 0
GO 8785 23 96 0 1
GO 8792 23 97 0 0
GO 8794 0 3 23 94
GO 8795 23 95 0 2
GO 8796 22 97 1 0
GO 8797 1 43 22 54
GO 8798 0 1 23 96
GO 8800 14 29 9 68
GO 8801 1 14 22 83
GO 8802 21 62 2 35
GO 8803 22 97 1 0
GO 8804 0 4 23 93
GO 8808 22 65 1 32
GO 8809 22 20 1 77
GO 8810 0 1 23 96
GO 8813 23 97 0 0
GO 8817 23 96 0 1
GO 8818 23 71 0 26
GO 8819 23 90 0 7
GO 8820 23 90 0 7
GO 8821 23 97 0 0
GO 8824 0 5 23 92
GO 8825 0 1 23 96
GO 8829 23 66 0 31
GO 8830 22 66 1 31
GO 8832 23 97 0 0
GO 8833 22 35 1 62
GO 8834 23 96 0 1
GO 8835 22 97 1 0
GO 8836 23 97 0 0
GO 8837 23 96 0 1
GO 8838 0 7 23 90
GO 8839 23 97 0 0
GO 8840 23 97 0 0
GO 8841 23 97 0 0
GO 8843 0 1 23 96
GO 8852 23 97 0 0
GO 8853 23 97 0 0
GO 8854 23 97 0 0
GO 8855 23 97 0 0
GO 8861 23 96 0 1
GO 8864 21 91 2 6
GO 8879 4 47 19 50
GO 8881 23 97 0 0
GO 8882 23 97 0 0
GO 8883 23 96 0 1
GO 8884 0 1 23 96
GO 8885 0 1 23 96
GO 8888 0 7 23 90
GO 8892 0 6 23 91
GO 8893 23 97 0 0
GO 8894 23 96 0 1
GO 8897 23 95 0 2
GO 8899 23 96 0 1
GO 8902 0 16 23 81
GO 8905 0 5 23 92
GO 8907 23 97 0 0
GO 8909 23 95 0 2
GO 8914 23 96 0 1
GO 8915 23 96 0 1
GO 8920 23 97 0 0
GO 8921 0 1 23 96
GO 8923 0 2 23 95
GO 8924 0 1 23 96
GO 8925 0 3 23 94
GO 8928 0 5 23 92
GO 8930 23 97 0 0
GO 8932 23 97 0 0
GO 8933 23 97 0 0
GO 8934 23 96 0 1
GO 8935 22 95 1 2
GO 8939 23 95 0 2
GO 8940 22 97 1 0
GO 8941 4 50 19 47
GO 8942 0 1 23 96
GO 8946 23 97 0 0
GO 8948 23 97 0 0
GO 8951 0 7 23 90
GO 8955 23 97 0 0
GO 8959 21 96 2 1
GO 8961 23 36 0 61
GO 8962 23 96 0 1
GO 8963 23 97 0 0
GO 8964 23 96 0 1
GO 8965 23 97 0 0
GO 8966 23 97 0 0
GO 8967 23 97 0 0
GO 8968 0 3 23 94
GO 8973 23 95 0 2
GO 8976 23 43 0 54
GO 8977 23 96 0 1
GO 8979 5 17 18 80
GO 8982 23 95 0 2
GO 8983 23 42 0 55
GO 8984 23 95 0 2
GO 8986 23 97 0 0
GO 8987 23 97 0 0
GO 8988 23 97 0 0
GO 8989 23 96 0 1
GO 8990 23 97 0 0
GO 8995 23 95 0 2
GO 8996 23 97 0 0
GO 8997 23 97 0 0
GO 8998 23 97 0 0
GO 8999 23 97 0 0
GO 9000 23 97 0 0
GO 9002 23 97 0 0
GO 9007 23 97 0 0
GO 9008 23 97 0 0
GO 9009 23 97 0 0
GO 9011 20 75 3 22
GO 9014 22 97 1 0
GO 9015 23 96 0 1
GO 9016 23 96 0 1
GO 9017 23 97 0 0
GO 9019 22 96 1 1
GO 9020 22 65 1 32
GO 9022 23 96 0 1
GO 9026 0 2 23 95
GO 9029 23 97 0 0
GO 9030 23 97 0 0
GO 9032 23 97 0 0
GO 9033 23 62 0 35
GO 9036 23 96 0 1
GO 9037 23 97 0 0
GO 9039 6 2 17 95
GO 9041 23 97 0 0
GO 9042 22 26 1 71
GO 9045 0 9 23 88
GO 9052 23 97 0 0
GO 9055 23 97 0 0
GO 9056 23 97 0 0
GO 9057 23 97 0 0
GO 9058 23 97 0 0
GO 9059 23 97 0 0
GO 9060 23 97 0 0
GO 9061 23 97 0 0
GO 9062 23 97 0 0
GO 9063 23 97 0 0
GO 9064 23 97 0 0
GO 9065 23 97 0 0
GO 9066 23 97 0 0
GO 9067 23 97 0 0
GO 9068 23 97 0 0
GO 9069 23 97 0 0
GO 9070 23 97 0 0
GO 9071 23 97 0 0
GO 9072 23 97 0 0
GO 9073 23 97 0 0
GO 9074 23 96 0 1
GO 9078 23 97 0 0
GO 9079 23 95 0 2
GO 9080 23 97 0 0
GO 9081 23 97 0 0
GO 9082 23 97 0 0
GO 9084 23 97 0 0
GO 9085 23 97 0 0
GO 9086 23 97 0 0
GO 9088 23 97 0 0
GO 9089 23 97 0 0
GO 9090 23 97 0 0
GO 9092 23 97 0 0
GO 9093 21 97 2 0
GO 9094 23 97 0 0
GO 9095 23 97 0 0
GO 9097 23 97 0 0
GO 9098 23 97 0 0
GO 9099 23 96 0 1
GO 9100 21 97 2 0
GO 9101 21 97 2 0
GO 9102 23 97 0 0
GO 9103 23 97 0 0
GO 9106 23 97 0 0
GO 9107 23 97 0 0
GO 9108 23 97 0 0
GO 9110 23 97 0 0
GO 9112 23 97 0 0
GO 9113 23 97 0 0
GO 9114 0 7 23 90
GO 9116 23 97 0 0
GO 9117 23 97 0 0
GO 9119 23 97 0 0
GO 9120 23 97 0 0
GO 9123 23 97 0 0
GO 9124 23 97 0 0
GO 9125 23 97 0 0
GO 9126 23 97 0 0
GO 9127 23 97 0 0
GO 9129 23 97 0 0
GO 9130 23 97 0 0
GO 9131 23 97 0 0
GO 9132 23 97 0 0
GO 9133 23 97 0 0
GO 9135 23 97 0 0
GO 9136 22 96 1 1
GO 9138 23 96 0 1
GO 9139 23 96 0 1
GO 9141 23 97 0 0
GO 9142 23 97 0 0
GO 9143 23 97 0 0
GO 9144 23 97 0 0
GO 9145 23 97 0 0
GO 9146 23 97 0 0
GO 9147 23 97 0 0
GO 9148 23 97 0 0
GO 9149 23 97 0 0
GO 9150 23 97 0 0
GO 9151 23 97 0 0
GO 9152 23 97 0 0
GO 9155 23 97 0 0
GO 9156 23 97 0 0
GO 9157 23 97 0 0
GO 9158 23 97 0 0
GO 9161 23 97 0 0
GO 9162 23 97 0 0
GO 9163 23 97 0 0
GO 9164 23 97 0 0
GO 9165 23 97 0 0
GO 9166 23 97 0 0
GO 9167 23 97 0 0
GO 9168 23 97 0 0
GO 9173 23 97 0 0
GO 9174 23 97 0 0
GO 9175 23 97 0 0
GO 9176 23 96 0 1
GO 9177 23 96 0 1
GO 9179 23 97 0 0
GO 9180 22 96 1 1
GO 9185 23 97 0 0
GO 9186 23 96 0 1
GO 9187 23 94 0 3
GO 9188 22 96 1 1
GO 9189 23 96 0 1
GO 9190 23 94 0 3
GO 9196 23 96 0 1
GO 9197 23 96 0 1
GO 9199 23 97 0 0
GO 9200 23 97 0 0
GO 9201 23 97 0 0
GO 9202 23 96 0 1
GO 9203 23 97 0 0
GO 9204 23 97 0 0
GO 9205 23 97 0 0
GO 9206 23 97 0 0
GO 9208 23 97 0 0
GO 9209 23 97 0 0
GO 9210 23 97 0 0
GO 9211 23 97 0 0
GO 9212 23 96 0 1
GO 9213 23 97 0 0
GO 9214 1 6 22 91
GO 9215 23 97 0 0
GO 9217 23 97 0 0
GO 9218 23 97 0 0
GO 9219 23 97 0 0
GO 9220 23 97 0 0
GO 9221 23 97 0 0
GO 9222 23 97 0 0
GO 9223 23 97 0 0
GO 9224 23 97 0 0
GO 9225 23 97 0 0
GO 9226 23 97 0 0
GO 9228 23 97 0 0
GO 9229 23 97 0 0
GO 9231 23 97 0 0
GO 9233 23 97 0 0
GO 9234 23 97 0 0
GO 9235 23 97 0 0
GO 9236 23 97 0 0
GO 9237 0 1 23 96
GO 9238 0 1 23 96
GO 9239 0 1 23 96
GO 9240 23 97 0 0
GO 9242 1 30 22 67
GO 9243 4 19 19 78
GO 9244 23 97 0 0
GO 9245 23 97 0 0
GO 9246 7 32 16 65
GO 9247 23 97 0 0
GO 9249 23 97 0 0
GO 9250 23 97 0 0
GO 9251 0 30 23 67
GO 9252 23 97 0 0
GO 9253 23 97 0 0
GO 9254 23 97 0 0
GO 9256 23 96 0 1
GO 9257 23 96 0 1
GO 9259 23 97 0 0
GO 9260 23 97 0 0
GO 9261 23 97 0 0
GO 9262 23 97 0 0
GO 9263 23 97 0 0
GO 9264 23 97 0 0
GO 9265 23 97 0 0
GO 9266 23 97 0 0
GO 9267 23 97 0 0
GO 9268 23 97 0 0
GO 9271 23 97 0 0
GO 9272 0 2 23 95
GO 9273 23 97 0 0
GO 9274 23 97 0 0
GO 9276 23 97 0 0
GO 9279 23 97 0 0
GO 9288 23 97 0 0
GO 9289 16 50 7 47
GO 9292 0 4 23 93
GO 9294 0 4 23 93
GO 9295 23 97 0 0
GO 9297 23 97 0 0
GO 9305 23 97 0 0
GO 9306 23 97 0 0
GO 9308 23 97 0 0
GO 9309 23 97 0 0
GO 9310 22 19 1 78
GO 9311 23 97 0 0
GO 9312 23 97 0 0
GO 9313 0 28 23 69
GO 9314 23 97 0 0
GO 9316 23 96 0 1
GO 9318 23 97 0 0
GO 9319 1 56 22 41
GO 9321 23 96 0 1
GO 9322 23 62 0 35
GO 9324 0 3 23 94
GO 9325 21 86 2 11
GO 9326 23 35 0 62
GO 9328 23 95 0 2
GO 9330 23 97 0 0
GO 9331 0 4 23 93
GO 9333 23 97 0 0
GO 9337 23 97 0 0
GO 9338 23 97 0 0
GO 9344 0 1 23 96
GO 9350 0 1 23 96
GO 9355 4 78 19 19
GO 9358 23 43 0 54
GO 9360 23 97 0 0
GO 9361 23 96 0 1
GO 9366 0 1 23 96
GO 9372 23 97 0 0
GO 9374 23 97 0 0
GO 9376 23 97 0 0
GO 9378 23 97 0 0
GO 9379 23 97 0 0
GO 9380 23 97 0 0
GO 9381 23 97 0 0
GO 9382 23 97 0 0
GO 9383 23 97 0 0
GO 9384 0 5 23 92
GO 9392 23 97 0 0
GO 9394 23 97 0 0
GO 9395 0 1 23 96
GO 9396 23 97 0 0
GO 9401 23 97 0 0
GO 9403 23 97 0 0
GO 9404 23 97 0 0
GO 9405 23 97 0 0
GO 9407 23 94 0 3
GO 9408 23 97 0 0
GO 9409 23 97 0 0
GO 9410 22 95 1 2
GO 9411 23 97 0 0
GO 9415 0 4 23 93
GO 9416 23 97 0 0
GO 9420 22 95 1 2
GO 9421 22 95 1 2
GO 9423 23 97 0 0
GO 9424 23 97 0 0
GO 9425 23 97 0 0
GO 9432 23 97 0 0
GO 9435 23 97 0 0
GO 9436 0 37 23 60
GO 9437 22 22 1 75
GO 9438 23 97 0 0
GO 9439 14 8 9 89
GO 9440 14 8 9 89
GO 9442 0 3 23 94
GO 9443 23 97 0 0
GO 9445 23 97 0 0
GO 9446 23 97 0 0
GO 9447 0 2 23 95
GO 9448 23 53 0 44
GO 9450 23 53 0 44
GO 9451 23 97 0 0
GO 9486 1 56 22 41
GO 9507 1 1 22 96
GO 9532 0 1 23 96
GO 9536 1 1 22 96
GO 9547 0 1 23 96
GO 9570 0 1 23 96
GO 9593 14 1 9 96
GO 9597 0 7 23 90
GO 9605 23 97 0 0
GO 9607 23 97 0 0
GO 9615 23 97 0 0
GO 9617 0 2 23 95
GO 9620 0 1 23 96
GO 9628 23 97 0 0
GO 9635 22 4 1 93
GO 9636 23 97 0 0
GO 9651 23 97 0 0
GO 9653 0 4 23 93
GO 9675 23 96 0 1
GO 9712 0 1 23 96
GO 9713 0 1 23 96
GO 9719 23 97 0 0
GO 9725 0 1 23 96
GO 9737 0 1 23 96
GO 9738 0 1 23 96
GO 9755 0 1 23 96
GO 9787 0 1 23 96
GO 9788 0 1 23 96
GO 9790 0 1 23 96
GO 9847 0 1 23 96
GO 9850 0 2 23 95
GO 9852 0 2 23 95
GO 9888 0 1 23 96
GO 9889 23 97 0 0
GO 9890 23 97 0 0
GO 9891 23 97 0 0
GO 9892 23 97 0 0
GO 9893 23 97 0 0
GO 9894 23 97 0 0
GO 9895 23 97 0 0
GO 9896 23 97 0 0
GO 9897 23 97 0 0
GO 9898 23 97 0 0
GO 9927 23 97 0 0
GO 9966 0 2 23 95
GO 9967 0 1 23 96
GO 9968 0 1 23 96
GO 9970 23 96 0 1
GO 9972 23 96 0 1
GO 9975 23 94 0 3
GO 9977 23 97 0 0
GO 9982 23 97 0 0
GO 9986 23 97 0 0
GO 9987 23 97 0 0
GO 9991 23 97 0 0
GO 9992 23 95 0 2
GO 10008 0 1 23 96
GO 10033 23 97 0 0
GO 10035 23 97 0 0
GO 10038 23 97 0 0
GO 10039 23 78 0 19
GO 10041 0 3 23 94
GO 10043 21 6 2 91
GO 10106 23 97 0 0
GO 10124 0 2 23 95
GO 10139 23 83 0 14
GO 10165 23 97 0 0
GO 10167 23 95 0 2
GO 10181 23 97 0 0
GO 10212 23 97 0 0
GO 10225 0 1 23 96
GO 10226 23 97 0 0
GO 10243 23 97 0 0
GO 10257 0 1 23 96
GO 10259 1 1 22 96
GO 10272 23 65 0 32
GO 10273 23 59 0 38
GO 10312 21 2 2 95
GO 10326 0 10 23 87
GO 10332 23 97 0 0
GO 10340 23 97 0 0
GO 10350 1 29 22 68
GO 10383 0 2 23 95
GO 10385 23 96 0 1
GO 10447 0 15 23 82
GO 10466 23 91 0 6
GO 10467 23 97 0 0
GO 10468 23 97 0 0
GO 10469 0 1 23 96
GO 10487 22 16 1 81
GO 10498 23 96 0 1
GO 10499 0 0 23 97
GO 10501 23 97 0 0
GO 10528 23 97 0 0
GO 10556 23 97 0 0
GO 10557 23 97 0 0
GO 10558 23 97 0 0
GO 10562 23 97 0 0
GO 10563 23 97 0 0
GO 10564 23 97 0 0
GO 10565 23 97 0 0
GO 10604 23 97 0 0
GO 10605 23 97 0 0
GO 10608 23 97 0 0
GO 10628 23 97 0 0
GO 10629 23 97 0 0
GO 10639 23 96 0 1
GO 10646 0 2 23 95
GO 10647 0 1 23 96
GO 10648 0 1 23 96
GO 10675 23 97 0 0
GO 10676 23 95 0 2
GO 10677 23 94 0 3
GO 10699 23 97 0 0
GO 10755 1 43 22 54
GO 10756 1 43 22 54
GO 10810 23 97 0 0
GO 10817 0 2 23 95
GO 10876 23 97 0 0
GO 10906 23 97 0 0
GO 10907 23 95 0 2
GO 10911 23 96 0 1
GO 10921 0 27 23 70
GO 10941 1 1 22 96
GO 10948 23 97 0 0
GO 10951 23 91 0 6
GO 10954 1 43 22 54
GO 10958 23 96 0 1
GO 10962 23 94 0 3
GO 10966 23 97 0 0
GO 10974 23 97 0 0
GO 10981 0 1 23 96
GO 12501 23 97 0 0
GO 12505 1 1 22 96
GO 14070 23 97 0 0
GO 15002 2 58 21 39
GO 15020 1 1 22 96
GO 15031 23 97 0 0
GO 15035 23 97 0 0
GO 15036 23 97 0 0
GO 15037 23 96 0 1
GO 15038 23 96 0 1
GO 15044 0 35 23 62
GO 15046 0 1 23 96
GO 15074 23 97 0 0
GO 15075 23 97 0 0
GO 15077 23 97 0 0
GO 15078 23 97 0 0
GO 15079 23 97 0 0
GO 15080 23 59 0 38
GO 15081 23 97 0 0
GO 15085 16 61 7 36
GO 15086 23 97 0 0
GO 15087 23 96 0 1
GO 15093 23 97 0 0
GO 15094 21 2 2 95
GO 15095 23 96 0 1
GO 15098 23 27 0 70
GO 15099 23 96 0 1
GO 15101 23 97 0 0
GO 15103 23 97 0 0
GO 15104 0 15 23 82
GO 15105 0 15 23 82
GO 15114 23 97 0 0
GO 15116 23 97 0 0
GO 15123 2 81 21 16
GO 15128 0 4 23 93
GO 15133 0 1 23 96
GO 15134 0 1 23 96
GO 15138 23 90 0 7
GO 15141 23 90 0 7
GO 15144 23 97 0 0
GO 15145 1 28 22 69
GO 15146 0 17 23 80
GO 15148 0 5 23 92
GO 15171 23 97 0 0
GO 15172 23 61 0 36
GO 15173 21 97 2 0
GO 15174 0 13 23 84
GO 15175 23 97 0 0
GO 15179 23 97 0 0
GO 15181 0 12 23 85
GO 15183 23 61 0 36
GO 15184 23 44 0 53
GO 15188 0 1 23 96
GO 15189 0 1 23 96
GO 15190 0 2 23 95
GO 15191 23 91 0 6
GO 15192 0 6 23 91
GO 15195 0 18 23 79
GO 15196 21 97 2 0
GO 15199 21 3 2 94
GO 15203 23 97 0 0
GO 15205 23 95 0 2
GO 15207 0 8 23 89
GO 15210 23 94 0 3
GO 15212 16 1 7 96
GO 15213 16 1 7 96
GO 15214 16 1 7 96
GO 15220 21 3 2 94
GO 15221 23 97 0 0
GO 15226 21 17 2 80
GO 15232 23 94 0 3
GO 15233 21 19 2 78
GO 15238 23 97 0 0
GO 15250 18 50 5 47
GO 15267 23 97 0 0
GO 15288 23 97 0 0
GO 15291 23 97 0 0
GO 15292 0 3 23 94
