"","G","Gene","MC","WTC","MD","WTD","Fisher.p","phi","OR1","OR2"
"4781","GO",106077,0,1,23,21,0.489,0.154,"Inf",0
"4782","GO",110017,23,22,0,0,1,NA,"NaN",NA
"4783","GO",120009,23,22,0,0,1,NA,"NaN",NA
"4784","GO",120010,23,22,0,0,1,NA,"NaN",NA
"4785","GO",120025,1,0,22,22,1,-0.147,"0.000",Inf
"4786","GO",120038,1,0,22,22,1,-0.147,"0.000",Inf
"4787","GO",120100,23,21,0,1,0.489,-0.154,"0.000",Inf
"4788","GO",120101,23,21,0,1,0.489,-0.154,"0.000",Inf
"4789","GO",120127,0,0,23,22,1,NA,"NaN",NA
"4790","GO",140030,0,1,23,21,0.489,0.154,"Inf",0
"4791","GO",140035,0,1,23,21,0.489,0.154,"Inf",0
"4792","GO",140096,23,22,0,0,1,NA,"NaN",NA
"4793","GO",140097,23,22,0,0,1,NA,"NaN",NA
